customer_id,name,home_country,risk_profile,avg_transaction_amount,created_at
1213,Customer_1213,Romania,medium,226.83,2025-03-20 12:23:00
1214,Customer_1214,Austria,low,83.54,2025-02-27 16:13:00
1215,Customer_1215,Netherlands,low,49.73,2025-10-13 20:14:00
1216,Customer_1216,United Kingdom,low,29.2,2025-10-04 17:21:00
1217,Customer_1217,Netherlands,low,100.12,2025-08-14 11:22:00
1218,Customer_1218,France,low,50.18,2025-05-14 18:34:00
1219,Customer_1219,Belgium,low,60.23,2025-10-17 15:42:00
1220,Customer_1220,Romania,low,21.86,2025-12-17 10:36:00
1221,Customer_1221,Poland,low,116.21,2025-12-15 12:59:00
1222,Customer_1222,Romania,medium,267.61,2025-07-19 19:40:00
1223,Customer_1223,Italy,low,56.43,2025-03-08 10:47:00
1224,Customer_1224,Netherlands,medium,170.26,2025-02-21 11:54:00
1225,Customer_1225,Austria,low,48.7,2025-03-09 18:38:00
1226,Customer_1226,Spain,low,31.36,2025-04-01 11:51:00
1227,Customer_1227,Netherlands,low,75.98,2025-07-14 18:57:00
1228,Customer_1228,Italy,low,47.27,2025-01-09 20:51:00
1229,Customer_1229,Netherlands,low,37.6,2025-01-24 15:50:00
1230,Customer_1230,Italy,low,109.65,2025-06-20 12:55:00
1231,Customer_1231,France,medium,169.54,2025-06-22 18:56:00
1232,Customer_1232,France,low,103.98,2025-03-08 09:36:00
1233,Customer_1233,Romania,medium,194.83,2025-10-25 16:16:00
1234,Customer_1234,Poland,medium,132.38,2025-02-25 20:20:00
1235,Customer_1235,Belgium,medium,242.19,2025-12-24 11:59:00
1236,Customer_1236,Austria,low,30.68,2025-04-09 15:26:00
1237,Customer_1237,Netherlands,medium,92.3,2025-09-12 19:07:00
1238,Customer_1238,Belgium,low,67.49,2025-04-09 20:59:00
1239,Customer_1239,Germany,low,91.57,2025-05-01 18:57:00
1240,Customer_1240,United Kingdom,low,93.94,2025-01-23 20:42:00
1241,Customer_1241,Spain,low,58.47,2025-11-23 13:57:00
1242,Customer_1242,France,low,43.64,2025-08-13 08:58:00
1243,Customer_1243,Austria,medium,281.94,2025-05-03 20:15:00
1244,Customer_1244,Netherlands,low,109.02,2025-08-21 13:56:00
1245,Customer_1245,Austria,medium,140.29,2025-02-27 20:31:00
1246,Customer_1246,Poland,low,112.65,2025-06-23 14:56:00
1247,Customer_1247,France,medium,233.67,2025-09-03 13:26:00
1248,Customer_1248,United Kingdom,low,74.77,2025-06-15 19:01:00
1249,Customer_1249,Italy,low,38.37,2025-08-26 18:08:00
1250,Customer_1250,Italy,low,82.83,2025-06-19 09:07:00
1251,Customer_1251,Germany,low,91.36,2025-11-25 10:54:00
1252,Customer_1252,United Kingdom,low,99.26,2025-06-15 15:55:00
1253,Customer_1253,Germany,low,88.75,2025-06-26 12:12:00
1254,Customer_1254,France,low,38.19,2025-07-27 17:14:00
1255,Customer_1255,Italy,medium,283.08,2025-11-20 18:14:00
1256,Customer_1256,France,high,318.96,2025-12-28 10:03:00
1257,Customer_1257,Austria,low,80.04,2025-03-03 13:10:00
1258,Customer_1258,United Kingdom,low,91.86,2025-07-25 15:52:00
1259,Customer_1259,Poland,low,91.36,2025-04-28 20:17:00
1260,Customer_1260,Netherlands,low,58.21,2025-07-28 11:38:00
1261,Customer_1261,Spain,high,369.78,2025-11-07 14:11:00
1262,Customer_1262,Austria,medium,86.33,2025-05-08 17:28:00
1263,Customer_1263,Spain,low,88.43,2025-08-03 08:30:00
1264,Customer_1264,Germany,medium,294.37,2025-07-22 11:45:00
1265,Customer_1265,Austria,low,93.61,2025-05-03 09:35:00
1266,Customer_1266,Italy,low,113.11,2025-08-12 17:42:00
1267,Customer_1267,United Kingdom,low,100.99,2025-01-09 16:39:00
1268,Customer_1268,Austria,low,59.47,2025-06-05 16:02:00
1269,Customer_1269,United Kingdom,low,36.99,2025-08-11 15:08:00
1270,Customer_1270,France,low,73.04,2025-03-09 09:20:00
1271,Customer_1271,Italy,high,499.53,2025-05-24 13:59:00
1272,Customer_1272,Austria,low,107.69,2025-10-27 20:59:00
1273,Customer_1273,Netherlands,low,63.58,2025-03-11 19:31:00
1274,Customer_1274,Germany,low,112.29,2025-11-26 15:03:00
1275,Customer_1275,Spain,low,42.99,2025-01-16 12:10:00
1276,Customer_1276,Poland,low,119.52,2025-08-02 15:22:00
1277,Customer_1277,Romania,low,69.3,2025-12-28 10:07:00
1278,Customer_1278,Belgium,low,106.82,2025-03-27 10:47:00
1279,Customer_1279,Romania,medium,203.91,2025-11-19 11:37:00
1280,Customer_1280,Italy,low,77.08,2025-07-03 11:49:00
1281,Customer_1281,Poland,low,108.74,2025-01-10 18:43:00
1282,Customer_1282,France,low,79.03,2025-02-27 13:09:00
1283,Customer_1283,Italy,low,103.07,2025-11-16 15:40:00
1284,Customer_1284,Netherlands,low,20.58,2025-01-21 17:28:00
1285,Customer_1285,Belgium,medium,299.96,2025-10-05 11:55:00
1286,Customer_1286,Italy,medium,142.25,2025-01-24 09:35:00
1287,Customer_1287,United Kingdom,low,59.89,2025-03-08 20:55:00
1288,Customer_1288,Austria,low,105.23,2025-03-13 20:25:00
1289,Customer_1289,Netherlands,low,115.44,2025-03-04 12:31:00
1290,Customer_1290,Austria,low,112.17,2025-11-20 10:22:00
1291,Customer_1291,France,medium,192.78,2025-08-15 14:30:00
1292,Customer_1292,Netherlands,low,62.31,2025-07-26 13:39:00
1293,Customer_1293,Germany,low,62.6,2025-01-17 13:29:00
1294,Customer_1294,Spain,low,91.36,2025-08-17 18:41:00
1295,Customer_1295,Romania,low,66.82,2025-02-26 15:19:00
1296,Customer_1296,Germany,high,610.59,2025-05-27 11:33:00
1297,Customer_1297,Austria,low,24.77,2025-02-02 16:06:00
1298,Customer_1298,Romania,low,29.45,2025-11-24 17:52:00
1299,Customer_1299,Netherlands,low,78.56,2025-09-01 09:47:00
1300,Customer_1300,Poland,low,38.22,2025-07-02 09:26:00
1301,Customer_1301,Netherlands,low,92.41,2025-11-15 17:51:00
1302,Customer_1302,Netherlands,low,111.81,2025-03-07 10:05:00
1303,Customer_1303,United Kingdom,low,87.34,2025-07-18 08:00:00
1304,Customer_1304,Austria,low,37.17,2025-08-15 19:25:00
1305,Customer_1305,United Kingdom,low,50.28,2025-10-12 19:43:00
1306,Customer_1306,Austria,medium,99.28,2025-03-01 11:07:00
1307,Customer_1307,Italy,low,38.82,2025-01-07 15:41:00
1308,Customer_1308,Germany,low,63.58,2025-11-28 20:34:00
1309,Customer_1309,Spain,low,96.97,2025-03-16 14:01:00
1310,Customer_1310,France,low,35.24,2025-12-15 15:30:00
1311,Customer_1311,Italy,medium,208.75,2025-04-10 17:53:00
1312,Customer_1312,Austria,low,20.79,2025-11-28 19:27:00
1313,Customer_1313,Austria,medium,242.16,2025-10-24 16:18:00
1314,Customer_1314,Italy,low,68.61,2025-10-24 17:59:00
1315,Customer_1315,Poland,low,26.07,2025-01-14 17:20:00
1316,Customer_1316,Romania,low,109.29,2025-07-16 09:31:00
1317,Customer_1317,United Kingdom,medium,156.29,2025-12-14 08:10:00
1318,Customer_1318,Netherlands,low,66.92,2025-08-08 16:14:00
1319,Customer_1319,United Kingdom,medium,154.61,2025-10-28 19:42:00
1320,Customer_1320,Poland,low,49.34,2025-12-13 14:53:00
1321,Customer_1321,Belgium,medium,255.95,2025-03-20 11:18:00
1322,Customer_1322,France,low,32.91,2025-04-06 17:31:00
1323,Customer_1323,France,medium,287.47,2025-08-10 11:13:00
1324,Customer_1324,Romania,low,21.81,2025-05-12 18:10:00
1325,Customer_1325,Germany,medium,276.78,2025-01-26 09:21:00
1326,Customer_1326,Austria,low,42.67,2025-09-08 15:16:00
1327,Customer_1327,Belgium,medium,249.26,2025-09-09 10:54:00
1328,Customer_1328,Romania,low,30.41,2025-01-15 20:29:00
1329,Customer_1329,France,high,668.99,2025-10-26 09:52:00
1330,Customer_1330,Romania,low,30.54,2025-11-04 11:58:00
1331,Customer_1331,Belgium,low,49.21,2025-08-25 16:31:00
1332,Customer_1332,France,low,56.37,2025-03-04 11:28:00
1333,Customer_1333,Austria,medium,81.45,2025-08-11 12:32:00
1334,Customer_1334,Germany,low,57.24,2025-07-12 18:42:00
1335,Customer_1335,Spain,low,95.35,2025-07-26 11:08:00
1336,Customer_1336,Austria,low,60.93,2025-08-28 16:50:00
1337,Customer_1337,Belgium,medium,177.37,2025-01-23 20:33:00
1338,Customer_1338,France,low,51.48,2025-03-14 08:25:00
1339,Customer_1339,Italy,low,84.15,2025-10-02 18:45:00
1340,Customer_1340,Romania,high,451.58,2025-11-23 16:55:00
1341,Customer_1341,Netherlands,low,51.37,2025-06-01 12:57:00
1342,Customer_1342,Romania,low,34.69,2025-07-15 18:13:00
1343,Customer_1343,Romania,low,81.82,2025-08-23 13:56:00
1344,Customer_1344,Austria,medium,273.81,2025-02-02 16:21:00
1345,Customer_1345,Austria,low,94.01,2025-03-17 16:18:00
1346,Customer_1346,Spain,low,75.18,2025-09-11 20:40:00
1347,Customer_1347,Germany,low,109.03,2025-09-19 12:15:00
1348,Customer_1348,Netherlands,low,118.7,2025-02-24 08:53:00
1349,Customer_1349,Belgium,low,70.75,2025-02-02 20:41:00
1350,Customer_1350,France,low,77.24,2025-01-15 13:15:00
1351,Customer_1351,United Kingdom,low,109.43,2025-11-22 16:54:00
1352,Customer_1352,United Kingdom,low,49.92,2025-11-26 19:36:00
1353,Customer_1353,Germany,low,71.97,2025-04-04 13:33:00
1354,Customer_1354,United Kingdom,low,97.85,2025-08-04 10:45:00
1355,Customer_1355,Austria,medium,98.03,2025-01-14 10:30:00
1356,Customer_1356,Spain,low,56.93,2025-09-13 17:35:00
1357,Customer_1357,Romania,medium,271.84,2025-10-16 18:27:00
1358,Customer_1358,Poland,low,114.78,2025-12-14 10:09:00
1359,Customer_1359,Romania,low,91.12,2025-03-23 16:55:00
1360,Customer_1360,Romania,low,41.26,2025-08-02 19:10:00
1361,Customer_1361,Romania,low,115.18,2025-10-28 14:07:00
1362,Customer_1362,France,low,48.96,2025-09-05 09:23:00
1363,Customer_1363,Netherlands,high,381.96,2025-08-01 20:09:00
1364,Customer_1364,Germany,medium,172.79,2025-05-10 11:11:00
1365,Customer_1365,Poland,low,74.75,2025-02-28 08:26:00
1366,Customer_1366,Poland,low,76.58,2025-06-26 14:30:00
1367,Customer_1367,United Kingdom,low,33.85,2025-11-15 20:28:00
1368,Customer_1368,Poland,low,92.79,2025-02-26 17:42:00
1369,Customer_1369,United Kingdom,low,43.28,2025-07-11 16:02:00
1370,Customer_1370,Poland,low,84.59,2025-03-23 08:36:00
1371,Customer_1371,Netherlands,low,32.38,2025-09-03 11:39:00
1372,Customer_1372,Romania,low,25.29,2025-10-17 11:48:00
1373,Customer_1373,Poland,low,21.87,2025-11-18 10:01:00
1374,Customer_1374,Netherlands,medium,133.96,2025-12-27 17:28:00
1375,Customer_1375,France,medium,213.51,2025-07-19 08:31:00
1376,Customer_1376,Italy,low,38.05,2025-01-28 16:20:00
1377,Customer_1377,Austria,low,31.46,2025-02-18 10:18:00
1378,Customer_1378,Germany,low,96.83,2025-03-10 14:43:00
1379,Customer_1379,Germany,low,116.11,2025-03-01 19:03:00
1380,Customer_1380,Netherlands,low,52.0,2025-07-11 12:24:00
1381,Customer_1381,France,low,43.96,2025-10-19 11:31:00
1382,Customer_1382,Romania,medium,164.71,2025-02-09 08:20:00
1383,Customer_1383,Poland,low,26.55,2025-01-14 18:14:00
1384,Customer_1384,Italy,low,116.35,2025-11-04 11:48:00
1385,Customer_1385,Romania,low,32.56,2025-10-14 15:05:00
1386,Customer_1386,Romania,low,116.79,2025-06-18 10:50:00
1387,Customer_1387,Spain,low,62.38,2025-09-15 08:00:00
1388,Customer_1388,Poland,high,572.44,2025-11-06 08:03:00
1389,Customer_1389,Poland,low,45.09,2025-11-13 13:53:00
1390,Customer_1390,Spain,low,71.03,2025-01-06 19:34:00
1391,Customer_1391,United Kingdom,low,28.97,2025-12-04 10:46:00
1392,Customer_1392,Romania,high,726.97,2025-04-20 16:51:00
1393,Customer_1393,Belgium,medium,287.99,2025-11-09 20:45:00
1394,Customer_1394,Poland,low,86.23,2025-06-11 11:29:00
1395,Customer_1395,United Kingdom,low,111.4,2025-03-21 08:38:00
1396,Customer_1396,Poland,low,20.96,2025-03-14 16:57:00
1397,Customer_1397,Poland,medium,198.39,2025-11-21 09:34:00
1398,Customer_1398,Italy,medium,259.53,2025-08-22 09:22:00
1399,Customer_1399,Austria,medium,158.75,2025-03-27 20:51:00
1400,Customer_1400,Italy,low,57.05,2025-04-15 08:14:00
1401,Customer_1401,Italy,medium,229.72,2025-12-12 11:05:00
1402,Customer_1402,United Kingdom,low,100.84,2025-04-08 15:23:00
1403,Customer_1403,Italy,low,110.45,2025-12-20 11:00:00
1404,Customer_1404,Spain,high,583.06,2025-02-28 12:36:00
1405,Customer_1405,Romania,low,75.18,2025-11-24 17:43:00
1406,Customer_1406,United Kingdom,low,26.54,2025-03-24 09:08:00
1407,Customer_1407,Netherlands,medium,268.21,2025-09-24 20:17:00
1408,Customer_1408,Spain,medium,85.09,2025-12-22 16:39:00
1409,Customer_1409,Netherlands,low,108.31,2025-01-14 18:43:00
1410,Customer_1410,Italy,medium,151.06,2025-07-09 09:43:00
1411,Customer_1411,Romania,low,56.15,2025-01-24 11:03:00
1412,Customer_1412,Netherlands,medium,197.13,2025-06-01 14:12:00
1413,Customer_1413,Belgium,low,77.18,2025-01-24 11:44:00
1414,Customer_1414,Austria,high,750.2,2025-04-06 13:19:00
1415,Customer_1415,France,low,29.67,2025-08-14 20:01:00
1416,Customer_1416,United Kingdom,medium,285.71,2025-05-08 09:30:00
1417,Customer_1417,Spain,high,699.51,2025-06-17 20:15:00
1418,Customer_1418,France,medium,216.3,2025-02-21 15:37:00
1419,Customer_1419,France,low,26.07,2025-01-13 13:56:00
1420,Customer_1420,France,medium,93.64,2025-08-02 12:39:00
1421,Customer_1421,Austria,low,87.76,2025-09-02 12:54:00
1422,Customer_1422,Austria,low,81.73,2025-07-08 17:50:00
1423,Customer_1423,United Kingdom,low,58.39,2025-07-20 17:06:00
1424,Customer_1424,Belgium,low,87.58,2025-01-15 16:21:00
1425,Customer_1425,United Kingdom,low,30.27,2025-10-23 09:37:00
1426,Customer_1426,Spain,medium,107.72,2025-09-09 13:26:00
1427,Customer_1427,Poland,low,64.46,2025-04-05 20:02:00
1428,Customer_1428,Italy,low,78.45,2025-09-21 20:22:00
1429,Customer_1429,Netherlands,low,74.11,2025-03-05 15:19:00
1430,Customer_1430,United Kingdom,low,56.88,2025-01-17 17:42:00
1431,Customer_1431,Germany,low,70.71,2025-09-28 08:27:00
1432,Customer_1432,Belgium,low,40.04,2025-04-26 09:21:00
1433,Customer_1433,Spain,low,89.48,2025-08-20 19:21:00
1434,Customer_1434,United Kingdom,low,53.57,2025-05-14 13:10:00
1435,Customer_1435,France,low,98.92,2025-01-16 11:58:00
1436,Customer_1436,Italy,low,89.32,2025-08-20 11:15:00
1437,Customer_1437,Poland,low,115.26,2025-06-26 19:24:00
1438,Customer_1438,Spain,low,102.61,2025-01-12 08:04:00
1439,Customer_1439,Belgium,low,31.52,2025-05-15 11:40:00
1440,Customer_1440,United Kingdom,medium,159.18,2025-01-07 11:18:00
1441,Customer_1441,Germany,low,46.2,2025-03-11 16:15:00
1442,Customer_1442,Germany,low,37.61,2025-05-04 08:53:00
1443,Customer_1443,Germany,low,98.74,2025-02-11 11:19:00
1444,Customer_1444,Poland,low,100.95,2025-11-06 16:51:00
1445,Customer_1445,United Kingdom,medium,273.25,2025-02-04 10:56:00
1446,Customer_1446,Germany,medium,122.17,2025-07-23 13:20:00
1447,Customer_1447,United Kingdom,low,83.61,2025-01-25 17:37:00
1448,Customer_1448,Spain,medium,144.72,2025-03-11 11:03:00
1449,Customer_1449,Netherlands,medium,267.33,2025-10-16 11:46:00
1450,Customer_1450,France,medium,254.02,2025-10-03 10:32:00
1451,Customer_1451,Austria,medium,221.92,2025-09-12 15:33:00
1452,Customer_1452,Poland,low,91.25,2025-09-23 15:45:00
1453,Customer_1453,Poland,low,78.12,2025-11-26 17:41:00
1454,Customer_1454,Italy,low,109.49,2025-08-28 11:25:00
1455,Customer_1455,Spain,low,108.87,2025-10-06 13:16:00
1456,Customer_1456,Romania,low,95.16,2025-05-15 16:22:00
1457,Customer_1457,Spain,low,66.53,2025-10-11 14:28:00
1458,Customer_1458,Poland,low,56.75,2025-08-11 12:24:00
1459,Customer_1459,Italy,low,43.38,2025-11-03 13:57:00
1460,Customer_1460,France,low,70.18,2025-09-21 09:50:00
1461,Customer_1461,Netherlands,medium,101.65,2025-02-12 08:34:00
1462,Customer_1462,Spain,low,87.51,2025-05-10 19:52:00
1463,Customer_1463,Netherlands,low,80.4,2025-03-28 20:45:00
1464,Customer_1464,Romania,medium,81.88,2025-05-10 13:50:00
1465,Customer_1465,Austria,medium,260.81,2025-11-01 15:41:00
1466,Customer_1466,Romania,high,770.89,2025-07-08 11:46:00
1467,Customer_1467,Spain,low,71.58,2025-09-25 15:46:00
1468,Customer_1468,Poland,low,28.59,2025-04-14 20:44:00
1469,Customer_1469,Austria,low,65.0,2025-09-01 13:08:00
1470,Customer_1470,United Kingdom,medium,147.23,2025-12-01 15:51:00
1471,Customer_1471,Belgium,low,61.91,2025-11-25 14:48:00
1472,Customer_1472,Romania,low,78.7,2025-10-26 08:59:00
1473,Customer_1473,Germany,low,115.26,2025-06-19 18:51:00
1474,Customer_1474,United Kingdom,medium,206.25,2025-07-13 11:25:00
1475,Customer_1475,France,low,38.83,2025-02-11 17:28:00
1476,Customer_1476,Netherlands,low,30.43,2025-09-06 08:52:00
1477,Customer_1477,United Kingdom,low,38.67,2025-02-13 12:13:00
1478,Customer_1478,Spain,low,72.44,2025-08-02 13:33:00
1479,Customer_1479,Italy,low,105.97,2025-07-13 10:07:00
1480,Customer_1480,Germany,low,67.83,2025-02-13 11:08:00
1481,Customer_1481,Spain,low,101.79,2025-11-16 10:38:00
1482,Customer_1482,United Kingdom,medium,209.25,2025-09-23 18:29:00
1483,Customer_1483,Netherlands,low,119.11,2025-08-03 14:38:00
1484,Customer_1484,Spain,low,111.03,2025-08-15 15:36:00
1485,Customer_1485,Italy,low,48.79,2025-08-12 19:53:00
1486,Customer_1486,Netherlands,low,102.34,2025-03-14 11:11:00
1487,Customer_1487,United Kingdom,low,65.78,2025-11-06 19:36:00
1488,Customer_1488,France,low,114.57,2025-04-28 10:17:00
1489,Customer_1489,Romania,low,111.63,2025-12-24 19:57:00
1490,Customer_1490,Spain,medium,170.48,2025-09-04 13:04:00
1491,Customer_1491,France,low,97.95,2025-07-15 10:16:00
1492,Customer_1492,Spain,low,66.22,2025-02-21 19:43:00
1493,Customer_1493,Poland,low,94.6,2025-04-13 08:00:00
1494,Customer_1494,Netherlands,low,111.71,2025-06-22 19:29:00
1495,Customer_1495,Poland,low,28.25,2025-11-08 19:28:00
1496,Customer_1496,Germany,low,47.91,2025-03-06 08:38:00
1497,Customer_1497,France,low,32.42,2025-12-13 10:04:00
1498,Customer_1498,Italy,low,35.35,2025-06-06 11:45:00
1499,Customer_1499,Italy,medium,197.11,2025-08-23 08:53:00
1500,Customer_1500,Romania,low,91.64,2025-02-13 19:19:00
1501,Customer_1501,Poland,low,20.47,2025-07-25 11:59:00
1502,Customer_1502,Spain,low,43.85,2025-02-01 14:01:00
1503,Customer_1503,Italy,low,39.22,2025-11-03 11:56:00
1504,Customer_1504,France,medium,262.7,2025-03-24 10:02:00
1505,Customer_1505,Austria,low,101.56,2025-06-18 18:12:00
1506,Customer_1506,United Kingdom,low,74.17,2025-07-04 11:13:00
1507,Customer_1507,France,low,37.36,2025-07-21 13:00:00
1508,Customer_1508,Austria,low,42.01,2025-11-27 12:41:00
1509,Customer_1509,United Kingdom,low,26.73,2025-04-14 12:49:00
1510,Customer_1510,United Kingdom,low,119.05,2025-12-18 20:59:00
1511,Customer_1511,United Kingdom,low,115.9,2025-10-11 18:44:00
1512,Customer_1512,Austria,low,117.24,2025-12-05 13:11:00
1513,Customer_1513,Belgium,high,599.82,2025-02-11 08:38:00
1514,Customer_1514,United Kingdom,low,71.1,2025-12-08 16:37:00
1515,Customer_1515,Italy,low,81.63,2025-02-10 11:47:00
1516,Customer_1516,Austria,medium,216.35,2025-01-05 13:31:00
1517,Customer_1517,Netherlands,low,57.57,2025-11-02 11:59:00
1518,Customer_1518,United Kingdom,high,466.24,2025-06-05 12:20:00
1519,Customer_1519,Italy,low,117.76,2025-11-27 12:48:00
1520,Customer_1520,Italy,low,93.29,2025-06-08 11:34:00
1521,Customer_1521,Italy,medium,226.3,2025-04-26 18:44:00
1522,Customer_1522,Spain,low,58.15,2025-06-06 15:40:00
1523,Customer_1523,Italy,low,69.16,2025-04-02 18:09:00
1524,Customer_1524,Spain,low,37.37,2025-09-27 20:59:00
1525,Customer_1525,Spain,low,27.82,2025-12-15 12:10:00
1526,Customer_1526,Spain,low,37.64,2025-04-10 12:36:00
1527,Customer_1527,Poland,high,320.84,2025-08-03 13:25:00
1528,Customer_1528,Austria,low,64.14,2025-09-20 19:27:00
1529,Customer_1529,Germany,medium,254.58,2025-01-25 14:27:00
1530,Customer_1530,France,medium,282.74,2025-10-18 10:35:00
1531,Customer_1531,Germany,low,66.37,2025-08-10 14:35:00
1532,Customer_1532,United Kingdom,low,53.32,2025-12-16 11:09:00
1533,Customer_1533,Spain,low,106.17,2025-12-24 13:31:00
1534,Customer_1534,Austria,medium,286.86,2025-12-12 14:31:00
1535,Customer_1535,Netherlands,low,78.83,2025-07-02 09:24:00
1536,Customer_1536,United Kingdom,low,96.3,2025-05-25 20:46:00
1537,Customer_1537,Belgium,low,68.86,2025-12-12 19:03:00
1538,Customer_1538,Austria,medium,241.85,2025-04-16 08:58:00
1539,Customer_1539,Belgium,low,87.64,2025-12-22 18:09:00
1540,Customer_1540,Netherlands,low,114.43,2025-03-09 11:38:00
1541,Customer_1541,United Kingdom,high,704.91,2025-01-04 20:05:00
1542,Customer_1542,Austria,low,78.62,2025-02-17 11:56:00
1543,Customer_1543,Austria,low,62.69,2025-12-10 16:34:00
1544,Customer_1544,Austria,low,93.39,2025-12-28 09:06:00
1545,Customer_1545,United Kingdom,medium,155.77,2025-03-09 19:13:00
1546,Customer_1546,Austria,low,20.64,2025-03-27 15:00:00
1547,Customer_1547,France,low,89.63,2025-09-14 18:18:00
1548,Customer_1548,Austria,low,57.47,2025-12-05 11:31:00
1549,Customer_1549,Germany,low,31.02,2025-10-27 11:11:00
1550,Customer_1550,Spain,low,38.27,2025-04-09 14:28:00
1551,Customer_1551,United Kingdom,low,83.64,2025-02-10 09:24:00
1552,Customer_1552,France,low,54.22,2025-10-08 15:31:00
1553,Customer_1553,France,low,46.61,2025-01-22 17:50:00
1554,Customer_1554,Italy,low,72.23,2025-01-13 17:33:00
1555,Customer_1555,Netherlands,medium,184.11,2025-06-20 14:21:00
1556,Customer_1556,Belgium,low,54.31,2025-06-27 11:23:00
1557,Customer_1557,Austria,low,25.72,2025-06-28 13:51:00
1558,Customer_1558,France,low,107.05,2025-07-24 10:01:00
1559,Customer_1559,United Kingdom,low,73.06,2025-12-25 11:23:00
1560,Customer_1560,Poland,low,85.89,2025-08-17 14:42:00
1561,Customer_1561,Spain,low,83.81,2025-06-01 18:23:00
1562,Customer_1562,Italy,high,641.49,2025-11-15 11:38:00
1563,Customer_1563,Poland,low,81.26,2025-02-12 14:59:00
1564,Customer_1564,Poland,high,714.26,2025-02-24 14:18:00
1565,Customer_1565,United Kingdom,low,34.32,2025-09-19 20:54:00
1566,Customer_1566,Romania,low,69.79,2025-02-10 18:35:00
1567,Customer_1567,Poland,low,64.63,2025-02-16 18:34:00
1568,Customer_1568,Spain,low,37.04,2025-11-23 09:06:00
1569,Customer_1569,Austria,high,217.53,2025-06-13 20:17:00
1570,Customer_1570,Spain,low,86.59,2025-11-04 18:08:00
1571,Customer_1571,Romania,low,69.2,2025-12-11 11:59:00
1572,Customer_1572,United Kingdom,medium,212.15,2025-11-11 14:58:00
1573,Customer_1573,Austria,low,98.51,2025-07-26 11:14:00
1574,Customer_1574,Netherlands,low,28.77,2025-02-11 19:37:00
1575,Customer_1575,Spain,low,31.61,2025-06-05 13:24:00
1576,Customer_1576,United Kingdom,low,51.08,2025-10-18 11:54:00
1577,Customer_1577,Austria,high,391.79,2025-06-26 18:59:00
1578,Customer_1578,Germany,low,80.16,2025-04-04 14:00:00
1579,Customer_1579,Romania,medium,149.5,2025-05-27 11:31:00
1580,Customer_1580,Poland,low,48.34,2025-12-22 20:52:00
1581,Customer_1581,Italy,low,50.89,2025-12-04 12:54:00
1582,Customer_1582,United Kingdom,low,102.87,2025-08-10 19:24:00
1583,Customer_1583,Italy,high,399.89,2025-12-07 19:59:00
1584,Customer_1584,Spain,low,25.26,2025-03-28 15:46:00
1585,Customer_1585,Austria,low,101.5,2025-03-01 16:25:00
1586,Customer_1586,Belgium,low,67.34,2025-06-25 14:25:00
1587,Customer_1587,France,low,48.3,2025-12-07 19:54:00
1588,Customer_1588,Romania,low,33.09,2025-10-28 20:03:00
1589,Customer_1589,Netherlands,low,36.37,2025-03-15 19:30:00
1590,Customer_1590,Netherlands,medium,126.15,2025-12-07 19:41:00
1591,Customer_1591,Italy,low,105.61,2025-02-22 20:54:00
1592,Customer_1592,Germany,low,118.27,2025-11-27 10:59:00
1593,Customer_1593,Italy,low,117.42,2025-03-02 09:32:00
1594,Customer_1594,Belgium,low,116.97,2025-11-24 14:15:00
1595,Customer_1595,Italy,low,59.66,2025-05-23 17:11:00
1596,Customer_1596,Austria,medium,298.06,2025-11-22 09:49:00
1597,Customer_1597,Poland,medium,223.07,2025-05-21 18:28:00
1598,Customer_1598,Belgium,low,31.66,2025-02-16 18:42:00
1599,Customer_1599,Romania,low,78.69,2025-10-16 12:44:00
1600,Customer_1600,France,medium,119.84,2025-08-21 19:27:00
1601,Customer_1601,Netherlands,low,29.94,2025-02-23 20:34:00
1602,Customer_1602,Germany,low,90.07,2025-07-18 16:50:00
1603,Customer_1603,Romania,low,71.89,2025-10-18 19:52:00
1604,Customer_1604,France,medium,125.64,2025-11-04 10:55:00
1605,Customer_1605,United Kingdom,low,20.53,2025-08-26 13:07:00
1606,Customer_1606,Italy,low,40.62,2025-03-03 16:16:00
1607,Customer_1607,Italy,low,32.47,2025-05-12 16:10:00
1608,Customer_1608,Austria,high,594.9,2025-04-10 08:33:00
1609,Customer_1609,Netherlands,low,64.49,2025-10-16 19:20:00
1610,Customer_1610,Romania,medium,299.3,2025-10-18 16:13:00
1611,Customer_1611,France,low,24.47,2025-01-07 10:19:00
1612,Customer_1612,Spain,high,561.29,2025-04-19 13:17:00
1613,Customer_1613,Germany,low,62.2,2025-09-09 12:24:00
1614,Customer_1614,Germany,low,28.33,2025-05-22 14:44:00
1615,Customer_1615,Germany,low,27.06,2025-12-09 18:44:00
1616,Customer_1616,Spain,low,76.36,2025-11-27 16:38:00
1617,Customer_1617,Germany,low,35.35,2025-07-13 08:38:00
1618,Customer_1618,Spain,low,32.46,2025-02-22 16:26:00
1619,Customer_1619,France,low,28.9,2025-06-25 12:09:00
1620,Customer_1620,Spain,low,29.79,2025-04-13 09:50:00
1621,Customer_1621,France,low,92.83,2025-05-19 20:31:00
1622,Customer_1622,France,low,90.05,2025-05-18 12:38:00
1623,Customer_1623,France,medium,117.56,2025-07-06 13:51:00
1624,Customer_1624,Romania,low,108.2,2025-07-16 17:08:00
1625,Customer_1625,Netherlands,low,71.36,2025-03-22 10:09:00
1626,Customer_1626,Austria,low,46.74,2025-12-21 13:45:00
1627,Customer_1627,Spain,low,61.82,2025-08-06 15:22:00
