alert_id,transaction_id,customer_id,reason,risk_score,created_at
1783,29053,2635,high_amount;night_transaction;foreign_country,60,2026-03-29 01:44:51
1784,29062,2381,risk_score_threshold,40,2026-02-07 21:21:12
1785,29074,4171,night_transaction;foreign_country,80,2026-01-11 02:17:18
1786,29094,1854,high_amount;night_transaction;foreign_country,85,2026-04-07 03:06:10
1787,29102,4189,high_amount;night_transaction;foreign_country,75,2026-02-21 03:33:54
1788,29118,932,risk_score_threshold,65,2026-01-06 06:07:05
1789,29140,430,risk_score_threshold,50,2026-02-20 21:52:41
1790,29147,2678,foreign_country,45,2026-01-19 16:41:51
1791,29169,4630,high_amount;night_transaction;foreign_country,75,2026-02-19 01:28:52
1792,29174,2806,risk_score_threshold,50,2026-03-16 22:49:39
1793,29190,1544,risk_score_threshold,50,2026-06-25 23:31:27
1794,29192,1642,foreign_country,45,2026-04-04 08:40:17
1795,29193,1853,foreign_country,45,2026-06-08 14:45:55
1796,29206,3453,foreign_country,45,2026-05-02 11:10:54
1797,29227,2249,high_amount;foreign_country,100,2026-03-31 23:49:35
1798,29313,284,risk_score_threshold,40,2026-01-05 07:33:37
1799,29318,397,risk_score_threshold,50,2026-03-03 19:00:14
1800,29329,2766,night_transaction;foreign_country,70,2026-01-17 04:33:11
1801,29335,1876,foreign_country,60,2026-06-21 23:49:06
1802,29343,2770,risk_score_threshold,65,2026-05-10 07:59:25
1803,29350,882,risk_score_threshold,40,2026-04-26 22:59:43
1804,29357,4548,foreign_country,45,2026-05-24 21:18:57
1805,29363,2773,risk_score_threshold,50,2026-04-21 14:40:57
1806,29398,3242,risk_score_threshold,50,2026-01-26 10:49:55
1807,29415,4926,risk_score_threshold,40,2026-03-02 18:29:02
1808,29436,397,risk_score_threshold,40,2026-05-22 15:17:16
1809,29453,1496,high_amount;night_transaction;foreign_country,60,2026-05-14 05:34:09
1810,29510,4615,foreign_country,45,2026-01-02 22:38:21
1811,29520,882,risk_score_threshold,65,2026-05-30 15:06:37
1812,29546,713,risk_score_threshold,40,2026-05-16 13:28:55
1813,29563,4304,risk_score_threshold,40,2026-03-17 21:01:31
1814,29577,4413,high_amount;night_transaction;foreign_country,85,2026-03-17 02:02:44
1815,29606,3739,risk_score_threshold,40,2026-02-23 12:35:29
1816,29610,3431,risk_score_threshold,40,2026-06-26 14:14:15
1817,29634,4041,risk_score_threshold,40,2026-04-06 13:56:08
1818,29643,3598,foreign_country,45,2026-05-06 08:06:25
1819,29677,758,risk_score_threshold,40,2026-05-31 11:12:27
1820,29678,730,high_amount;foreign_country,90,2026-06-01 22:48:47
1821,29693,1823,night_transaction;foreign_country,70,2026-01-06 01:35:59
1822,29730,4152,foreign_country,60,2026-04-02 11:36:15
1823,29747,4422,risk_score_threshold,40,2026-01-09 21:18:28
1824,29761,538,foreign_country,45,2026-03-21 11:55:17
1825,29762,3164,risk_score_threshold,40,2026-02-07 17:19:31
1826,29794,2071,foreign_country,45,2026-05-31 16:53:03
1827,29799,1016,high_amount;night_transaction;foreign_country,75,2026-03-26 01:24:37
1828,29816,2291,foreign_country,45,2026-02-08 07:46:43
1829,29830,903,foreign_country,45,2026-01-08 15:19:26
1830,29869,1012,risk_score_threshold,40,2026-02-13 13:24:10
1831,29885,3827,high_amount;foreign_country,65,2026-06-02 22:44:11
1832,29916,1178,risk_score_threshold,40,2026-03-17 21:41:30
1833,29933,3657,risk_score_threshold,40,2026-05-09 19:58:53
1834,29957,329,foreign_country,45,2026-04-25 12:17:02
1835,29964,4166,foreign_country,70,2026-02-20 15:59:02
1836,29983,1228,risk_score_threshold,50,2026-03-23 22:48:34
1837,29984,197,risk_score_threshold,65,2026-03-13 23:08:28
1838,30046,3581,high_amount;foreign_country,75,2026-05-06 22:16:27
1839,30088,932,risk_score_threshold,40,2026-01-23 16:15:05
1840,30103,2473,high_amount;night_transaction;foreign_country,75,2026-06-29 05:57:41
1841,30110,3665,high_amount;night_transaction;foreign_country,75,2026-04-28 00:45:05
1842,30122,3565,foreign_country,85,2026-04-02 08:53:25
1843,30124,3424,high_amount;night_transaction;foreign_country,70,2026-06-18 01:22:12
1844,30129,4764,foreign_country,45,2026-05-16 16:45:10
1845,30133,2252,foreign_country,45,2026-04-10 17:15:56
1846,30158,1104,risk_score_threshold,40,2026-05-05 17:15:32
1847,30168,3275,risk_score_threshold,40,2026-04-16 18:42:20
1848,30205,2249,risk_score_threshold,65,2026-05-29 11:27:28
1849,30215,1332,high_amount;night_transaction;foreign_country,85,2026-03-14 05:08:19
1850,30217,3506,foreign_country,45,2026-03-28 13:25:44
1851,30219,4110,foreign_country,45,2026-03-27 16:38:08
1852,30248,2858,risk_score_threshold,75,2026-01-13 12:37:06
1853,30250,2525,foreign_country,40,2026-01-08 06:43:29
1854,30262,2436,foreign_country,40,2026-06-10 14:15:52
1855,30265,4396,risk_score_threshold,65,2026-06-18 17:54:56
1856,30271,3380,high_amount;night_transaction;foreign_country,100,2026-03-06 05:59:09
1857,30276,3739,risk_score_threshold,50,2026-02-26 14:45:58
1858,30297,3974,foreign_country,60,2026-02-07 17:57:15
1859,30315,1522,foreign_country,60,2026-03-15 08:33:49
1860,30338,3371,risk_score_threshold,65,2026-06-16 21:25:45
1861,30342,4902,risk_score_threshold,50,2026-03-21 20:59:39
1862,30349,2325,risk_score_threshold,40,2026-03-24 23:42:51
1863,30420,3034,risk_score_threshold,40,2026-03-15 10:30:47
1864,30423,53,foreign_country,45,2026-03-19 10:43:57
1865,30442,2563,risk_score_threshold,50,2026-04-02 23:24:47
1866,30469,1558,high_amount;night_transaction;foreign_country,75,2026-05-25 01:18:49
1867,30488,4304,risk_score_threshold,65,2026-05-16 16:27:23
1868,30497,3431,risk_score_threshold,50,2026-03-21 08:32:55
1869,30507,4031,foreign_country,45,2026-06-17 22:31:45
1870,30551,2274,foreign_country,40,2026-05-19 15:39:04
1871,30595,551,risk_score_threshold,40,2026-06-22 14:28:48
1872,30604,254,foreign_country,70,2026-01-02 14:54:15
1873,30625,2702,foreign_country,45,2026-06-15 18:53:40
1874,30638,554,risk_score_threshold,40,2026-01-08 11:25:16
1875,30645,4557,risk_score_threshold,50,2026-01-23 06:30:25
1876,30674,1758,high_amount;night_transaction;foreign_country,85,2026-05-10 02:19:58
1877,30681,1154,risk_score_threshold,40,2026-02-23 11:16:00
1878,30693,4679,high_amount;night_transaction;foreign_country,75,2026-04-10 03:44:16
1879,30707,1178,foreign_country,60,2026-03-12 23:14:11
1880,30715,3592,high_amount;night_transaction;foreign_country,75,2026-06-20 05:14:56
1881,30721,3524,foreign_country,45,2026-02-15 14:34:03
1882,30759,3813,high_amount;foreign_country,50,2026-05-30 22:29:29
1883,30777,1076,high_amount;night_transaction;foreign_country,75,2026-04-03 02:13:47
1884,30785,1784,high_amount;foreign_country,65,2026-06-25 22:15:35
1885,30801,4370,high_amount;night_transaction;foreign_country,75,2026-03-04 00:35:35
1886,30817,580,foreign_country,40,2026-06-14 07:14:09
1887,30831,736,risk_score_threshold,40,2026-06-24 17:57:31
1888,30841,4713,high_amount;night_transaction;foreign_country,85,2026-04-27 00:07:01
1889,30844,931,risk_score_threshold,40,2026-04-11 17:18:02
1890,30864,2695,risk_score_threshold,65,2026-04-01 19:13:50
1891,30883,2704,foreign_country,55,2026-01-01 13:01:44
1892,30895,3275,risk_score_threshold,65,2026-06-11 21:49:26
1893,30900,2585,risk_score_threshold,40,2026-05-07 18:05:11
1894,30949,1469,risk_score_threshold,40,2026-01-09 15:09:21
1895,30965,1135,risk_score_threshold,40,2026-01-31 17:32:34
1896,30985,1920,risk_score_threshold,40,2026-05-31 13:39:30
1897,30996,286,foreign_country,45,2026-05-26 22:50:37
1898,31015,2695,foreign_country,60,2026-02-11 18:21:25
1899,31051,3164,risk_score_threshold,40,2026-05-29 08:19:44
1900,31053,2042,risk_score_threshold,40,2026-03-26 12:35:05
1901,31054,1180,foreign_country,45,2026-03-20 17:23:38
1902,31072,3242,risk_score_threshold,50,2026-06-15 10:31:18
1903,31085,4760,high_amount;night_transaction;foreign_country,75,2026-01-08 00:40:29
1904,31091,430,risk_score_threshold,40,2026-01-07 22:39:38
1905,31101,2671,foreign_country,70,2026-03-26 16:05:13
1906,31105,397,risk_score_threshold,50,2026-05-11 21:58:58
1907,31109,1048,foreign_country,45,2026-05-12 19:36:25
1908,31150,1176,high_amount;foreign_country,65,2026-02-02 23:23:33
1909,31151,3242,foreign_country,85,2026-05-24 14:06:45
1910,31221,758,risk_score_threshold,40,2026-01-26 22:11:40
1911,31227,4767,risk_score_threshold,40,2026-01-25 15:30:07
1912,31242,1622,high_amount;night_transaction;foreign_country,85,2026-04-14 02:49:57
1913,31269,2225,foreign_country,70,2026-02-10 14:52:06
1914,31291,4178,risk_score_threshold,40,2026-03-17 16:07:00
1915,31317,2249,risk_score_threshold,65,2026-02-02 22:38:46
1916,31329,4152,risk_score_threshold,40,2026-03-20 11:11:31
1917,31334,2305,risk_score_threshold,50,2026-05-23 13:32:42
1918,31359,4663,risk_score_threshold,65,2026-04-25 13:14:27
1919,31371,4246,risk_score_threshold,65,2026-06-23 19:42:38
1920,31373,681,night_transaction;foreign_country,40,2026-03-06 03:36:27
1921,31379,2276,foreign_country,45,2026-01-01 08:55:41
1922,31382,3287,high_amount;night_transaction;foreign_country,60,2026-05-21 03:03:01
1923,31385,3844,high_amount;night_transaction;foreign_country,100,2026-01-17 05:24:14
1924,31388,3011,risk_score_threshold,50,2026-03-31 18:31:27
1925,31403,714,high_amount;night_transaction;foreign_country,75,2026-03-29 03:00:13
1926,31416,2859,foreign_country,40,2026-05-06 08:24:30
1927,31422,4929,risk_score_threshold,75,2026-03-18 09:45:07
1928,31432,94,risk_score_threshold,40,2026-06-14 11:27:18
1929,31447,2319,risk_score_threshold,40,2026-05-22 12:26:21
1930,31458,4246,risk_score_threshold,65,2026-02-09 16:43:30
1931,31462,2770,risk_score_threshold,40,2026-06-24 18:54:12
1932,31467,746,foreign_country,45,2026-02-15 18:46:39
1933,31504,4152,risk_score_threshold,40,2026-01-28 21:18:38
1934,31511,497,risk_score_threshold,40,2026-03-14 15:52:54
1935,31523,1116,foreign_country,45,2026-04-15 22:50:23
1936,31535,4915,foreign_country,45,2026-03-23 16:35:42
1937,31550,2035,high_amount;night_transaction;foreign_country,85,2026-04-20 02:38:52
1938,31552,4194,foreign_country,45,2026-02-11 08:12:46
1939,31554,3993,high_amount;foreign_country,75,2026-01-01 23:38:45
1940,31595,3431,risk_score_threshold,40,2026-02-17 16:17:12
1941,31665,1766,risk_score_threshold,50,2026-05-31 14:46:10
1942,31669,2541,risk_score_threshold,50,2026-04-14 11:54:44
1943,31699,747,foreign_country,45,2026-04-03 06:33:51
1944,31714,67,foreign_country,40,2026-03-20 10:04:12
1945,31718,4332,high_amount;foreign_country,50,2026-01-05 22:28:52
1946,31778,4880,high_amount;foreign_country,90,2026-05-18 22:41:30
1947,31818,2425,risk_score_threshold,40,2026-01-12 16:28:04
1948,31829,743,risk_score_threshold,40,2026-04-09 17:22:13
1949,31836,405,high_amount;night_transaction;foreign_country,75,2026-04-11 04:20:07
1950,31845,496,high_amount;night_transaction;foreign_country,75,2026-06-01 04:11:51
1951,31857,1422,risk_score_threshold,65,2026-05-22 16:22:47
1952,31890,2100,foreign_country,45,2026-04-15 09:56:09
1953,31914,4386,foreign_country,45,2026-02-09 16:51:47
1954,31919,901,high_amount;night_transaction;foreign_country,100,2026-03-11 03:34:32
1955,31920,2743,foreign_country,45,2026-01-09 21:38:18
1956,31921,4928,risk_score_threshold,50,2026-01-26 17:10:29
1957,31945,2065,risk_score_threshold,40,2026-03-07 18:52:09
1958,31956,1701,high_amount;night_transaction;foreign_country,85,2026-06-12 03:36:12
1959,31989,4513,high_amount;night_transaction;foreign_country,85,2026-03-19 04:06:47
1960,31992,50,foreign_country,45,2026-05-07 22:55:06
1961,32037,2175,risk_score_threshold,50,2026-04-16 22:56:48
1962,32060,4058,foreign_country,45,2026-02-21 09:51:15
1963,32069,3146,risk_score_threshold,40,2026-02-03 07:40:17
1964,32086,2844,high_amount;night_transaction;foreign_country,85,2026-02-02 05:54:20
1965,32115,2254,high_amount;night_transaction;foreign_country,85,2026-04-23 01:33:43
1966,32123,3104,risk_score_threshold,40,2026-03-01 09:13:48
1967,32125,4883,foreign_country,45,2026-02-18 08:30:32
1968,32133,1633,high_amount;night_transaction;foreign_country,85,2026-04-17 04:00:11
1969,32164,497,foreign_country,60,2026-04-23 15:13:57
1970,32165,2695,risk_score_threshold,40,2026-04-14 11:30:55
1971,32170,3847,high_amount;night_transaction;foreign_country,100,2026-03-21 04:36:12
1972,32177,338,high_amount;foreign_country,65,2026-05-05 22:34:52
1973,32179,2855,foreign_country,85,2026-06-20 10:31:11
1974,32183,321,risk_score_threshold,40,2026-06-11 07:02:53
1975,32186,2137,risk_score_threshold,50,2026-05-21 16:09:12
1976,32202,4253,high_amount;night_transaction;foreign_country,100,2026-06-27 01:13:10
1977,32230,2738,risk_score_threshold,50,2026-06-25 18:39:45
1978,32280,4676,foreign_country,45,2026-06-14 19:22:02
1979,32294,1305,high_amount;night_transaction;foreign_country,75,2026-04-20 03:11:44
1980,32316,176,high_amount;night_transaction;foreign_country,100,2026-01-19 01:32:13
1981,32343,1195,foreign_country,45,2026-01-24 09:51:08
1982,32348,3905,risk_score_threshold,65,2026-04-14 10:26:28
1983,32349,197,risk_score_threshold,40,2026-03-31 17:18:21
1984,32417,3358,foreign_country,45,2026-05-20 06:54:27
1985,32425,222,high_amount;night_transaction;foreign_country,75,2026-04-25 03:12:54
1986,32444,385,risk_score_threshold,65,2026-01-10 16:47:19
1987,32468,2556,foreign_country,75,2026-03-30 22:18:16
1988,32485,2894,risk_score_threshold,40,2026-05-11 08:15:49
1989,32512,1672,risk_score_threshold,65,2026-03-08 15:43:54
1990,32519,2343,high_amount;night_transaction;foreign_country,75,2026-01-27 03:32:01
1991,32540,2319,risk_score_threshold,65,2026-05-09 18:25:06
1992,32543,2451,foreign_country,45,2026-04-21 13:56:43
1993,32556,1920,risk_score_threshold,65,2026-02-03 19:21:18
1994,32565,4041,risk_score_threshold,40,2026-06-23 14:10:46
1995,32569,3180,foreign_country,45,2026-01-03 07:45:44
1996,32574,3015,night_transaction;foreign_country,65,2026-02-14 04:39:52
1997,32589,2311,high_amount;night_transaction;foreign_country,60,2026-02-13 03:06:13
1998,32612,2727,risk_score_threshold,65,2026-02-16 19:43:53
1999,32615,2808,risk_score_threshold,40,2026-05-01 18:41:48
2000,32621,1646,high_amount;night_transaction;foreign_country,60,2026-06-23 02:58:40
2001,32630,2411,risk_score_threshold,40,2026-03-04 20:45:08
2002,32639,4103,risk_score_threshold,65,2026-01-16 14:45:21
2003,32646,3189,high_amount;night_transaction;foreign_country,75,2026-03-13 01:42:45
2004,32651,4726,risk_score_threshold,40,2026-05-24 12:33:07
2005,32657,2141,foreign_country,45,2026-02-17 20:37:14
2006,32659,284,risk_score_threshold,40,2026-04-03 16:00:54
2007,32673,1351,foreign_country,60,2026-04-26 17:44:50
2008,32679,1510,high_amount;night_transaction;foreign_country,100,2026-01-03 00:52:59
2009,32680,101,foreign_country,45,2026-05-23 08:26:03
2010,32683,2219,foreign_country,45,2026-01-31 20:25:30
2011,32685,1775,risk_score_threshold,40,2026-02-11 12:42:47
2012,32733,819,high_amount;night_transaction;foreign_country,100,2026-02-18 04:17:39
2013,32795,758,risk_score_threshold,65,2026-04-29 09:30:12
2014,32818,4503,foreign_country,45,2026-04-06 22:57:21
2015,32823,672,foreign_country,45,2026-06-06 08:24:23
2016,32850,3600,foreign_country,45,2026-02-06 16:47:32
2017,32878,22,foreign_country,40,2026-04-05 20:48:46
2018,32880,2788,risk_score_threshold,40,2026-04-01 17:18:05
2019,32885,1508,high_amount;foreign_country,75,2026-01-02 23:42:28
2020,32894,2808,risk_score_threshold,50,2026-02-25 18:15:54
2021,32925,4123,high_amount;night_transaction;foreign_country,100,2026-04-07 01:31:06
2022,32959,2629,risk_score_threshold,50,2026-03-21 17:03:21
2023,32963,1629,risk_score_threshold,40,2026-04-25 18:09:10
2024,32980,2644,high_amount;night_transaction;foreign_country,75,2026-03-10 02:43:30
2025,32982,4066,night_transaction;foreign_country,70,2026-02-08 03:54:28
2026,33005,4119,foreign_country,60,2026-06-08 19:52:54
2027,33021,4767,risk_score_threshold,50,2026-04-14 17:29:48
2028,33025,1042,risk_score_threshold,50,2026-04-02 14:49:32
2029,33050,3460,high_amount;night_transaction;foreign_country,70,2026-03-15 01:09:21
2030,33072,3460,foreign_country,45,2026-02-22 18:48:02
2031,33087,1318,foreign_country,45,2026-05-23 07:16:16
2032,33105,3860,risk_score_threshold,40,2026-02-12 08:00:41
2033,33137,2585,risk_score_threshold,40,2026-06-04 17:04:40
2034,33156,1814,high_amount;night_transaction;foreign_country,100,2026-01-20 03:14:50
2035,33159,2411,foreign_country,85,2026-03-05 21:01:14
2036,33194,1989,high_amount;foreign_country,60,2026-02-05 23:42:18
2037,33230,4764,high_amount;night_transaction;foreign_country,100,2026-03-17 04:12:09
2038,33235,3494,risk_score_threshold,50,2026-05-17 20:34:40
2039,33258,3987,foreign_country,45,2026-02-01 18:23:30
2040,33259,1388,risk_score_threshold,75,2026-05-18 07:20:21
2041,33261,4965,risk_score_threshold,65,2026-04-19 15:02:47
2042,33269,3130,risk_score_threshold,65,2026-03-12 17:05:03
2043,33278,3150,risk_score_threshold,50,2026-05-26 11:21:44
2044,33281,3448,foreign_country,45,2026-03-21 07:21:54
2045,33291,2788,risk_score_threshold,50,2026-03-08 23:18:29
2046,33320,3371,foreign_country,70,2026-04-07 07:13:02
2047,33330,1154,risk_score_threshold,40,2026-01-27 14:33:21
2048,33344,4422,risk_score_threshold,40,2026-06-21 11:19:52
2049,33347,2325,risk_score_threshold,50,2026-04-07 19:01:52
2050,33401,3392,risk_score_threshold,65,2026-01-21 19:55:04
2051,33408,1041,high_amount;foreign_country,50,2026-01-10 23:35:26
2052,33424,4246,risk_score_threshold,40,2026-02-09 20:30:00
2053,33458,2710,foreign_country,45,2026-06-27 14:35:15
2054,33502,3577,high_amount;night_transaction;foreign_country,85,2026-02-24 05:23:45
2055,33523,2305,risk_score_threshold,40,2026-03-30 17:41:41
2056,33524,4705,risk_score_threshold,40,2026-02-15 15:48:55
2057,33536,1778,high_amount;night_transaction;foreign_country,60,2026-03-04 03:34:06
2058,33550,4628,risk_score_threshold,40,2026-06-14 22:44:45
2059,33551,795,foreign_country,45,2026-04-08 08:03:23
2060,33560,3124,foreign_country,45,2026-02-09 19:04:13
2061,33574,4422,risk_score_threshold,40,2026-05-16 08:23:45
2062,33585,3536,risk_score_threshold,40,2026-02-09 16:02:14
2063,33609,197,risk_score_threshold,40,2026-01-10 12:03:22
2064,33613,1238,foreign_country,45,2026-06-13 08:16:53
2065,33643,3475,night_transaction;foreign_country,55,2026-06-03 03:52:43
2066,33662,2599,foreign_country,40,2026-05-25 13:26:06
2067,33674,3146,risk_score_threshold,40,2026-04-05 19:09:55
2068,33682,554,risk_score_threshold,65,2026-02-24 06:48:23
2069,33684,4486,risk_score_threshold,50,2026-04-05 19:28:10
2070,33707,4973,high_amount;night_transaction;foreign_country,75,2026-03-02 00:36:11
2071,33725,4396,risk_score_threshold,40,2026-05-06 14:10:21
2072,33787,2042,risk_score_threshold,40,2026-06-21 08:51:33
2073,33796,1303,risk_score_threshold,50,2026-06-15 23:08:00
2074,33802,4726,risk_score_threshold,40,2026-06-14 18:03:18
2075,33833,2671,risk_score_threshold,60,2026-03-27 23:12:06
2076,33839,3856,high_amount;night_transaction;foreign_country,70,2026-02-21 01:09:00
2077,33846,2563,risk_score_threshold,65,2026-01-07 09:28:18
2078,33852,397,risk_score_threshold,40,2026-01-01 16:50:22
2079,33855,2987,high_amount;night_transaction;foreign_country,75,2026-04-17 04:05:29
2080,33863,638,foreign_country,45,2026-05-07 13:34:43
2081,33876,1965,risk_score_threshold,50,2026-02-16 17:15:41
2082,33882,743,risk_score_threshold,50,2026-06-11 19:28:49
2083,33885,1437,risk_score_threshold,40,2026-05-25 06:06:30
2084,33945,2770,foreign_country,70,2026-06-07 11:07:45
2085,33954,2340,high_amount;night_transaction;foreign_country,75,2026-04-03 03:39:57
2086,33982,4867,risk_score_threshold,40,2026-02-21 16:59:21
2087,33993,3696,foreign_country,80,2026-01-16 18:59:39
2088,34061,1055,foreign_country,45,2026-01-17 06:16:22
2089,34069,4299,risk_score_threshold,40,2026-03-17 21:46:26
2090,34094,718,high_amount;foreign_country,50,2026-04-02 23:58:54
2091,34123,4779,high_amount;night_transaction;foreign_country,100,2026-03-03 01:48:21
2092,34128,2038,high_amount;night_transaction;foreign_country,75,2026-06-20 02:20:50
2093,34169,2956,high_amount;night_transaction;foreign_country,85,2026-01-27 00:35:41
2094,34177,475,high_amount;night_transaction;foreign_country,75,2026-01-28 01:46:06
2095,34191,1569,high_amount;night_transaction;foreign_country,85,2026-04-20 04:43:16
2096,34217,1012,risk_score_threshold,40,2026-06-23 07:03:35
2097,34231,4926,risk_score_threshold,50,2026-03-04 10:01:50
2098,34312,421,foreign_country,45,2026-02-06 23:12:11
2099,34316,2175,risk_score_threshold,65,2026-06-26 21:21:32
2100,34319,400,risk_score_threshold,40,2026-06-07 21:24:10
2101,34328,1629,risk_score_threshold,65,2026-04-07 12:13:50
2102,34335,4625,foreign_country,45,2026-06-28 08:01:08
2103,34366,1877,high_amount;night_transaction;foreign_country,60,2026-03-14 00:24:24
2104,34394,4628,high_amount;night_transaction;foreign_country,100,2026-01-15 05:12:39
2105,34405,2773,risk_score_threshold,40,2026-01-10 11:46:09
2106,34420,811,foreign_country,45,2026-01-20 13:50:31
2107,34427,3387,risk_score_threshold,40,2026-01-15 15:48:31
2108,34428,2086,high_amount;night_transaction;foreign_country,85,2026-02-12 04:57:51
2109,34447,2244,risk_score_threshold,40,2026-06-16 19:29:31
2110,34490,4113,foreign_country,45,2026-04-26 09:31:54
2111,34513,3486,high_amount;foreign_country,65,2026-05-24 23:54:18
2112,34518,3751,high_amount;foreign_country,75,2026-05-10 23:28:19
2113,34528,2462,foreign_country,45,2026-04-21 15:53:31
2114,34537,3209,foreign_country,45,2026-01-09 07:45:20
2115,34539,3948,foreign_country,45,2026-01-09 06:39:09
2116,34543,4928,risk_score_threshold,65,2026-05-12 16:17:45
2117,34559,3101,high_amount;night_transaction;foreign_country,60,2026-01-31 04:47:21
2118,34576,3448,high_amount;night_transaction;foreign_country,75,2026-04-28 04:23:03
2119,34595,1027,high_amount;night_transaction;foreign_country,60,2026-05-11 04:57:18
2120,34605,4620,foreign_country,45,2026-02-10 20:44:52
2121,34621,3085,high_amount;night_transaction;foreign_country,60,2026-02-27 03:16:54
2122,34635,4020,risk_score_threshold,40,2026-03-28 16:27:20
2123,34641,254,risk_score_threshold,40,2026-03-13 12:21:36
2124,34677,999,foreign_country,45,2026-04-23 14:29:05
2125,34697,2344,high_amount;night_transaction;foreign_country,75,2026-03-28 02:08:49
2126,34703,4774,foreign_country,60,2026-03-27 09:55:56
2127,34709,3949,foreign_country,45,2026-01-27 16:36:53
2128,34715,4226,high_amount;night_transaction;foreign_country,75,2026-04-14 01:26:22
2129,34723,4548,foreign_country,45,2026-03-09 07:08:24
2130,34744,254,risk_score_threshold,40,2026-01-25 13:56:35
2131,34748,2769,foreign_country,45,2026-04-19 10:31:52
2132,34765,4059,high_amount;night_transaction;foreign_country,85,2026-04-29 03:39:07
2133,34768,1715,risk_score_threshold,40,2026-01-10 08:44:25
2134,34806,1309,risk_score_threshold,40,2026-01-04 20:58:31
2135,34837,1825,risk_score_threshold,40,2026-04-09 08:44:22
2136,34838,2793,high_amount;night_transaction;foreign_country,75,2026-05-21 01:22:42
2137,34850,3130,risk_score_threshold,50,2026-04-07 09:28:11
2138,34856,2556,foreign_country,60,2026-02-28 08:04:06
2139,34863,3974,risk_score_threshold,40,2026-02-15 16:25:11
2140,34873,3789,high_amount;night_transaction;foreign_country,75,2026-04-15 03:20:57
2141,34875,812,high_amount;night_transaction;foreign_country,70,2026-06-28 04:25:47
2142,34887,3668,risk_score_threshold,50,2026-03-29 19:07:30
2143,34901,4696,foreign_country,45,2026-05-15 12:00:52
2144,34956,385,risk_score_threshold,40,2026-01-28 21:25:25
2145,34957,1060,high_amount;night_transaction;foreign_country,75,2026-06-17 00:09:09
2146,34964,493,risk_score_threshold,50,2026-01-26 21:19:23
2147,34974,1605,risk_score_threshold,50,2026-01-17 21:00:39
2148,34987,551,risk_score_threshold,40,2026-03-11 10:12:12
2149,35012,1166,high_amount;night_transaction;foreign_country,85,2026-03-23 01:39:17
2150,35036,2888,high_amount;night_transaction;foreign_country,100,2026-02-12 01:26:15
2151,35041,4793,high_amount;night_transaction;foreign_country,85,2026-05-05 00:34:08
2152,35091,4595,high_amount;foreign_country,65,2026-01-20 23:52:11
2153,35126,3318,risk_score_threshold,40,2026-02-05 22:29:42
2154,35128,3150,risk_score_threshold,65,2026-04-21 09:31:27
2155,35138,4166,risk_score_threshold,50,2026-05-03 09:02:11
2156,35171,1581,high_amount;foreign_country,90,2026-06-21 22:11:44
2157,35210,4585,risk_score_threshold,40,2026-03-05 23:16:38
2158,35223,3494,risk_score_threshold,50,2026-03-20 16:15:22
2159,35234,4443,high_amount;night_transaction;foreign_country,75,2026-01-08 03:13:53
2160,35244,2700,risk_score_threshold,40,2026-03-17 10:35:26
2161,35267,882,risk_score_threshold,50,2026-05-23 15:42:17
2162,35271,4779,risk_score_threshold,50,2026-02-01 09:26:35
2163,35291,1679,high_amount;night_transaction;foreign_country,75,2026-02-08 03:40:47
2164,35303,4767,risk_score_threshold,40,2026-06-24 19:34:06
2165,35321,736,risk_score_threshold,40,2026-01-17 09:44:22
2166,35322,1047,foreign_country,45,2026-02-12 15:52:13
2167,35331,4372,high_amount;night_transaction;foreign_country,75,2026-02-21 03:21:58
2168,35427,2806,risk_score_threshold,40,2026-03-04 17:59:56
2169,35435,368,foreign_country,45,2026-01-14 08:08:03
2170,35437,2097,high_amount;night_transaction;foreign_country,70,2026-04-21 03:08:36
2171,35438,4701,foreign_country,45,2026-03-18 15:15:12
2172,35439,3275,risk_score_threshold,40,2026-05-27 22:59:36
2173,35443,1351,high_amount;foreign_country,100,2026-04-13 23:49:59
2174,35457,42,foreign_country,45,2026-06-15 17:54:13
2175,35477,3517,risk_score_threshold,65,2026-05-26 06:36:28
2176,35478,1388,risk_score_threshold,60,2026-04-02 22:30:43
2177,35508,104,foreign_country,40,2026-02-11 08:09:26
2178,35511,3096,risk_score_threshold,40,2026-03-11 17:26:06
2179,35536,1716,high_amount;night_transaction;foreign_country,60,2026-04-19 04:38:12
2180,35538,3696,risk_score_threshold,50,2026-06-01 16:04:42
2181,35544,4779,risk_score_threshold,40,2026-03-10 15:28:02
2182,35593,215,risk_score_threshold,65,2026-06-26 12:59:52
2183,35602,4862,foreign_country,40,2026-01-26 17:06:27
2184,35655,3164,risk_score_threshold,40,2026-02-08 17:48:27
2185,35676,1351,risk_score_threshold,65,2026-05-13 17:11:14
2186,35693,1460,night_transaction;foreign_country,70,2026-02-03 02:38:21
2187,35695,1178,risk_score_threshold,50,2026-03-21 14:40:44
2188,35702,3368,high_amount;night_transaction;foreign_country,95,2026-06-06 01:35:16
2189,35703,1104,risk_score_threshold,40,2026-03-11 16:46:46
2190,35711,4985,high_amount;foreign_country,65,2026-02-02 23:24:10
2191,35718,430,risk_score_threshold,65,2026-04-05 09:43:10
2192,35735,4036,foreign_country,45,2026-05-28 23:44:21
2193,35748,1614,foreign_country,45,2026-04-01 22:56:28
2194,35794,665,risk_score_threshold,40,2026-05-25 08:37:56
2195,35831,4228,risk_score_threshold,50,2026-04-26 19:59:25
