card_id,customer_id,card_type,card_status,daily_limit
91016,746,debit,active,3000
91017,1672,credit,active,1000
91018,1375,credit,active,3000
91019,1679,debit,active,1000
91020,2336,credit,active,1000
91021,4903,debit,active,3000
91022,42,debit,active,500
91023,4942,debit,active,5000
91024,3530,credit,active,500
91025,3624,debit,flagged,1000
91026,3387,credit,active,3000
91027,4569,debit,active,5000
91028,2928,credit,active,1500
91029,749,credit,blocked,500
91030,191,debit,active,3000
91031,2398,credit,active,5000
91032,881,debit,active,3000
91033,2023,credit,active,5000
91034,2459,credit,active,1000
91035,1916,credit,active,500
91036,2668,debit,active,5000
91037,246,credit,active,1500
91038,720,debit,active,1500
91039,3682,credit,active,5000
91040,4422,debit,flagged,1500
91041,2012,credit,active,5000
91042,3304,credit,active,5000
91043,333,credit,active,1500
91044,474,debit,active,5000
91045,4675,credit,active,5000
91046,1355,credit,active,1500
91047,1903,credit,active,3000
91048,4874,credit,active,500
91049,1530,debit,active,3000
91050,264,debit,active,500
91051,42,debit,active,1500
91052,3438,credit,active,500
91053,2455,debit,active,3000
91054,2127,credit,active,3000
91055,4775,debit,active,500
91056,3491,debit,active,500
91057,2770,debit,flagged,1000
91058,4707,credit,active,1500
91059,4516,credit,active,500
91060,4613,debit,active,1500
91061,1005,credit,active,1000
91062,1761,debit,active,5000
91063,3408,credit,active,1000
91064,4224,credit,active,500
91065,213,debit,active,3000
91066,1582,debit,active,500
91067,562,debit,active,1500
91068,3815,debit,flagged,500
91069,3071,debit,active,500
91070,4897,credit,active,5000
91071,950,debit,active,1500
91072,297,credit,active,5000
91073,778,debit,active,5000
91074,3374,credit,active,3000
91075,4035,debit,active,5000
91076,94,credit,active,1000
91077,4895,debit,active,5000
91078,2996,debit,active,500
91079,4917,credit,active,5000
91080,1803,debit,active,500
91081,1596,credit,active,1000
91082,1105,debit,active,1500
91083,339,debit,flagged,1000
91084,3916,debit,active,3000
91085,4064,credit,active,1500
91086,3157,debit,active,1500
91087,4432,debit,active,500
91088,560,debit,active,1000
91089,269,debit,active,3000
91090,4849,credit,flagged,3000
91091,2606,credit,active,1000
91092,903,debit,active,500
91093,520,debit,active,1000
91094,1885,debit,active,1000
91095,2659,credit,active,5000
91096,4058,debit,active,1000
91097,1812,debit,active,1500
91098,4916,credit,active,5000
91099,4959,debit,active,5000
91100,3170,debit,active,3000
91101,4486,debit,flagged,1500
91102,253,credit,active,500
91103,1155,debit,active,3000
91104,49,debit,active,1500
91105,846,debit,active,3000
91106,349,debit,active,3000
91107,838,credit,active,5000
91108,1935,credit,active,1500
91109,2160,credit,active,1500
91110,245,credit,active,1500
91111,4109,debit,active,1000
91112,3742,credit,active,3000
91113,4868,debit,active,5000
91114,2854,debit,active,1000
91115,4984,credit,active,1000
91116,132,credit,active,3000
91117,3630,credit,active,1000
91118,4372,credit,active,3000
91119,4955,debit,active,1500
91120,1600,debit,active,1500
91121,4059,debit,active,3000
91122,1012,credit,flagged,3000
91123,4250,credit,active,500
91124,1104,credit,active,3000
91125,3180,debit,active,3000
91126,3170,debit,active,5000
91127,3269,credit,active,1000
91128,2527,debit,active,3000
91129,4493,credit,active,500
91130,1024,credit,active,1000
91131,4077,credit,active,1500
91132,368,debit,active,1500
91133,4074,debit,active,1000
91134,2641,debit,active,1000
91135,2787,debit,active,3000
91136,278,debit,active,5000
91137,2531,credit,active,3000
91138,1473,debit,active,500
91139,2782,debit,active,1500
91140,1866,credit,active,500
91141,1544,debit,active,1500
91142,3390,debit,active,5000
91143,1884,credit,active,1000
91144,1225,debit,active,500
91145,55,debit,active,5000
91146,2219,credit,active,1000
91147,893,credit,active,500
91148,2303,debit,active,5000
91149,3978,debit,active,1000
91150,3815,credit,active,5000
91151,1239,credit,active,1000
91152,792,debit,active,5000
91153,1207,debit,active,3000
91154,4636,debit,active,500
91155,350,credit,active,1500
91156,1333,credit,active,3000
91157,4255,credit,active,1500
91158,2963,credit,active,1500
91159,2842,debit,active,1500
91160,4115,debit,active,3000
91161,1222,credit,active,1000
91162,1051,credit,active,500
91163,554,credit,flagged,5000
91164,1529,debit,active,1000
91165,2063,credit,active,5000
91166,4320,debit,active,3000
91167,1302,debit,flagged,3000
91168,3250,credit,active,3000
91169,363,debit,active,3000
91170,2452,credit,active,5000
91171,3660,debit,active,1000
91172,456,credit,active,500
91173,1763,credit,active,5000
91174,1554,debit,active,1000
91175,3246,debit,active,500
91176,3939,credit,active,500
91177,2105,credit,active,500
91178,125,credit,active,1500
91179,2913,debit,active,5000
91180,3129,credit,active,3000
91181,2555,credit,active,1000
91182,567,credit,active,500
91183,2969,debit,active,1000
91184,2267,credit,active,3000
91185,3829,debit,active,500
91186,1688,credit,active,1500
91187,4914,credit,active,5000
91188,2916,credit,active,5000
91189,4289,debit,active,3000
91190,4193,credit,active,1000
91191,948,credit,active,1000
91192,4089,credit,active,3000
91193,1799,debit,active,1500
91194,4779,debit,flagged,1000
91195,1757,debit,active,1000
91196,1877,credit,active,500
91197,3597,debit,active,1000
91198,964,credit,active,5000
91199,1789,credit,active,1500
91200,3767,credit,active,3000
91201,2096,debit,active,1000
91202,3299,credit,active,1500
91203,3295,debit,active,3000
91204,3094,debit,active,5000
91205,1267,debit,active,1000
91206,4414,debit,active,1000
91207,4125,credit,active,5000
91208,1352,credit,active,1500
91209,3608,debit,active,1000
91210,4905,debit,active,500
91211,2453,credit,active,3000
91212,4669,debit,active,500
91213,3296,credit,active,3000
91214,266,credit,active,1000
91215,775,debit,active,1500
91216,1685,credit,active,1500
91217,4738,debit,active,5000
91218,2534,credit,active,1000
91219,2142,debit,active,3000
91220,1926,credit,active,500
91221,3882,debit,active,1000
91222,3083,credit,active,5000
91223,777,debit,active,1500
91224,4747,credit,active,5000
91225,3050,credit,active,5000
91226,2022,credit,active,1000
91227,856,debit,active,3000
91228,1585,credit,active,3000
91229,1453,credit,active,3000
91230,4258,credit,active,1500
91231,4653,debit,active,5000
91232,3483,debit,active,1500
91233,732,credit,active,5000
91234,598,credit,active,5000
91235,193,credit,active,3000
91236,1068,debit,active,5000
91237,107,credit,active,500
91238,2977,debit,active,500
91239,672,debit,active,1500
91240,2523,debit,active,1000
91241,1629,credit,flagged,3000
91242,1281,debit,active,5000
91243,4946,debit,active,5000
91244,3226,debit,active,3000
91245,2049,credit,active,500
91246,2555,debit,active,3000
91247,1837,debit,active,5000
91248,4689,credit,active,1000
91249,3172,credit,active,500
91250,4785,credit,active,1000
91251,1587,credit,active,1500
91252,1833,debit,active,5000
91253,3170,credit,flagged,1500
91254,2975,credit,active,1500
91255,2965,credit,active,1000
91256,4006,credit,active,500
91257,2750,credit,active,500
91258,3822,credit,active,1000
91259,3390,debit,active,5000
91260,3474,credit,active,5000
91261,4392,credit,active,500
91262,4291,credit,active,3000
91263,1643,credit,active,3000
91264,4843,credit,active,1000
91265,3365,credit,active,3000
91266,419,debit,active,1000
91267,4015,credit,active,3000
91268,2873,credit,active,1500
91269,2743,credit,active,3000
91270,3155,credit,active,1500
91271,3626,debit,active,1000
91272,2254,credit,active,1500
91273,296,debit,active,1500
91274,1978,credit,active,5000
91275,46,credit,active,5000
91276,3264,credit,active,5000
91277,2120,credit,active,1000
91278,3613,credit,active,500
91279,3949,debit,active,5000
91280,1769,debit,active,1500
91281,3301,debit,active,5000
91282,991,debit,active,3000
91283,2482,debit,active,1500
91284,240,credit,active,1000
91285,454,credit,active,500
91286,3165,debit,active,1500
91287,241,credit,active,1000
91288,3340,credit,active,5000
91289,3703,credit,active,1500
91290,3233,credit,active,3000
91291,2183,credit,active,500
91292,2029,debit,active,1000
91293,3979,debit,active,5000
91294,3888,credit,active,5000
91295,1202,debit,active,5000
91296,2324,debit,active,500
91297,174,debit,active,3000
91298,368,credit,active,500
91299,4886,credit,active,1500
91300,4242,credit,active,3000
91301,3898,credit,active,1000
91302,1934,debit,active,1500
91303,2062,debit,active,3000
91304,3041,credit,active,3000
91305,4327,debit,active,500
91306,2818,debit,active,1000
91307,3829,debit,active,5000
91308,3854,credit,active,3000
91309,496,credit,active,5000
91310,981,debit,active,1000
91311,3270,debit,active,5000
91312,900,debit,active,3000
91313,2078,credit,active,5000
91314,4268,credit,flagged,500
91315,1697,debit,active,5000
91316,3653,debit,active,5000
91317,96,credit,active,500
91318,3314,credit,active,500
91319,3501,credit,active,500
91320,3728,debit,active,1500
91321,3616,credit,active,1000
91322,88,debit,active,1500
91323,3789,debit,active,1500
91324,2333,debit,active,1500
91325,1060,credit,active,500
91326,82,debit,active,3000
91327,4540,debit,active,3000
91328,2100,debit,active,500
91329,3507,credit,active,1500
91330,4118,credit,flagged,1500
91331,342,credit,blocked,5000
91332,1767,debit,active,1000
91333,276,credit,active,1500
91334,3570,debit,active,1500
91335,1266,credit,active,500
91336,1018,credit,active,500
91337,1068,credit,active,1000
91338,175,debit,active,1500
91339,3274,credit,active,500
91340,2006,debit,active,5000
91341,962,credit,active,500
91342,1475,credit,active,1000
91343,211,debit,active,5000
91344,2927,debit,active,1500
91345,36,debit,active,1000
91346,643,debit,active,3000
91347,4237,debit,active,500
91348,2466,debit,active,500
91349,4642,debit,active,500
91350,2840,credit,active,3000
91351,1782,credit,active,3000
91352,4916,credit,active,5000
91353,4305,debit,active,1500
91354,2683,debit,active,500
91355,3070,debit,active,3000
91356,1191,debit,active,1000
91357,3577,credit,active,5000
91358,2909,debit,active,1000
91359,2969,credit,active,3000
91360,4325,debit,active,1500
91361,4848,debit,active,5000
91362,1016,credit,active,5000
91363,2690,credit,active,5000
91364,3715,credit,active,1500
91365,123,credit,active,1500
91366,4794,debit,active,1500
91367,250,debit,active,1500
91368,3336,credit,active,1500
91369,220,credit,active,3000
91370,4880,credit,active,1500
91371,4927,debit,active,1500
91372,4165,debit,active,5000
91373,1099,debit,active,1500
91374,2458,credit,active,3000
91375,4069,credit,active,5000
91376,1474,credit,active,500
91377,1034,debit,active,1000
91378,2364,debit,active,3000
91379,316,debit,active,1500
91380,2712,credit,active,1500
91381,4485,credit,active,3000
91382,3784,credit,active,500
91383,3575,credit,active,5000
91384,2793,credit,active,3000
91385,962,debit,active,5000
91386,1811,credit,active,1000
91387,3690,credit,active,5000
91388,171,credit,active,1000
91389,1254,credit,active,3000
91390,3255,credit,active,500
91391,2319,credit,flagged,1000
91392,2264,debit,active,500
91393,458,credit,active,1500
91394,2756,debit,active,1500
91395,2914,credit,active,1500
91396,3565,debit,flagged,3000
91397,4574,debit,active,3000
91398,3397,credit,active,5000
91399,2918,debit,active,5000
91400,751,debit,active,500
91401,2407,debit,active,500
91402,3036,credit,active,5000
91403,2631,debit,active,5000
91404,3743,debit,active,5000
91405,3144,debit,active,5000
91406,1988,debit,active,3000
91407,296,credit,active,500
91408,721,debit,active,5000
91409,1614,debit,active,1500
91410,1677,debit,active,3000
91411,2336,debit,active,1000
91412,1945,debit,flagged,3000
91413,1991,credit,active,1000
91414,20,debit,active,3000
91415,4250,debit,flagged,500
91416,4585,debit,active,1500
91417,3685,debit,active,3000
91418,3710,credit,active,1500
91419,1107,debit,active,1500
91420,4199,debit,active,1000
91421,3316,credit,active,1500
91422,1220,credit,active,500
91423,2111,credit,active,1000
91424,1364,credit,active,3000
91425,3330,debit,active,1500
91426,4246,debit,active,5000
91427,3887,credit,active,1500
91428,2234,debit,active,5000
91429,3653,debit,active,1500
91430,3146,debit,flagged,5000
91431,2744,debit,active,1500
91432,2706,credit,active,1000
91433,1606,credit,active,1000
91434,3104,debit,active,5000
91435,3073,credit,active,5000
91436,3184,credit,active,5000
91437,524,debit,active,5000
91438,1492,debit,active,1000
91439,1991,debit,active,5000
91440,4020,debit,active,500
91441,1856,credit,active,3000
91442,4572,credit,active,3000
91443,527,debit,active,3000
91444,2465,credit,active,1000
91445,422,credit,active,1500
91446,4786,credit,active,1500
91447,3682,credit,active,1500
91448,3772,credit,active,500
91449,444,credit,active,1000
91450,3241,credit,active,1500
91451,2093,credit,active,3000
91452,1837,debit,active,1500
91453,3368,debit,active,3000
91454,2910,debit,active,1500
91455,1455,debit,active,1000
91456,720,credit,active,3000
91457,818,credit,active,1000
91458,2669,debit,active,500
91459,4683,credit,active,500
91460,2788,credit,active,500
91461,1929,debit,active,5000
91462,2618,debit,active,1500
91463,1537,debit,active,5000
91464,4102,credit,active,3000
91465,1678,debit,active,5000
91466,391,credit,active,1000
91467,4489,debit,active,500
91468,4141,debit,active,3000
91469,355,debit,active,1000
91470,4941,debit,active,1500
91471,3762,credit,active,3000
91472,2965,debit,active,1000
91473,3876,debit,active,1500
91474,3517,debit,flagged,1500
91475,1766,credit,active,5000
91476,1588,debit,active,500
91477,3965,credit,active,1500
91478,1012,debit,active,500
91479,89,debit,active,1000
91480,891,credit,active,3000
91481,2356,credit,active,1000
91482,3768,debit,active,3000
91483,1960,debit,active,1000
91484,678,debit,active,1000
91485,713,debit,active,3000
91486,2879,credit,active,1000
91487,1816,debit,active,3000
91488,2915,credit,active,3000
91489,1193,credit,active,1500
91490,2772,debit,active,1000
91491,444,debit,active,3000
91492,471,debit,active,1500
91493,924,debit,active,1500
91494,3577,credit,active,5000
91495,23,credit,active,500
91496,582,debit,active,5000
91497,749,credit,active,5000
91498,1660,debit,flagged,1500
91499,1538,debit,active,1000
91500,137,credit,active,1500
91501,4774,credit,flagged,3000
91502,2711,credit,active,3000
91503,4766,credit,active,500
91504,4326,debit,active,1500
91505,1448,credit,active,3000
91506,4329,credit,active,1500
91507,905,debit,active,500
91508,2496,debit,active,500
91509,2646,credit,active,500
91510,2590,debit,active,1000
91511,1560,credit,active,1500
91512,2031,debit,flagged,1000
91513,1951,debit,active,1500
91514,2480,debit,active,500
91515,24,credit,active,1500
91516,1912,credit,active,500
91517,1202,debit,active,500
91518,2209,credit,active,1000
91519,2794,debit,active,1000
91520,1739,credit,active,5000
91521,3065,credit,active,3000
91522,3102,credit,active,1500
91523,4951,debit,active,1000
91524,4611,debit,active,500
91525,469,credit,active,5000
91526,688,credit,active,5000
91527,1550,debit,active,500
91528,3999,debit,blocked,3000
91529,2356,credit,active,5000
91530,2112,credit,active,1500
91531,2425,credit,active,1500
91532,4678,debit,active,1500
91533,3827,debit,active,3000
91534,3021,debit,active,3000
91535,1474,debit,active,1500
91536,3485,debit,active,1000
91537,3688,debit,active,1000
91538,3365,debit,active,3000
91539,532,debit,active,5000
91540,164,debit,active,5000
91541,1805,credit,active,5000
91542,558,credit,active,500
91543,4553,debit,active,500
91544,402,debit,blocked,3000
91545,3328,debit,active,1500
91546,4292,credit,active,3000
91547,4062,debit,active,5000
91548,3803,debit,active,5000
91549,1061,debit,active,1500
91550,3497,credit,active,500
91551,4022,credit,active,1500
91552,4872,credit,active,5000
91553,919,debit,active,1500
91554,985,debit,active,1000
91555,4661,credit,active,5000
91556,4996,debit,active,500
91557,4064,credit,active,3000
91558,2177,credit,active,1000
91559,2975,debit,active,500
91560,4015,credit,active,3000
91561,2312,credit,active,1000
91562,3063,credit,active,1500
91563,1771,debit,active,5000
91564,4741,credit,active,1000
91565,2873,debit,active,500
91566,1640,debit,active,1500
91567,3489,debit,active,3000
91568,917,debit,active,5000
91569,4713,debit,active,1000
91570,308,debit,active,1000
91571,4548,credit,active,500
91572,2630,credit,active,5000
91573,3912,credit,active,1500
91574,2716,debit,active,1000
91575,437,debit,active,1500
91576,4497,credit,active,5000
91577,1015,debit,active,1000
91578,3304,debit,active,1500
91579,1002,credit,active,1000
91580,1045,debit,active,500
91581,3609,credit,active,1500
91582,67,debit,active,1500
91583,3600,credit,active,500
91584,2591,credit,flagged,3000
91585,3953,debit,active,1000
91586,608,debit,active,1000
91587,2473,credit,active,1000
91588,4120,debit,active,1500
91589,4055,credit,active,5000
91590,1153,credit,active,5000
91591,2226,debit,active,1000
91592,3118,credit,active,1500
91593,3422,debit,active,1500
91594,1615,debit,active,3000
91595,4390,credit,active,3000
91596,40,credit,active,3000
91597,4691,credit,active,5000
91598,2234,credit,active,500
91599,553,debit,active,3000
91600,4858,credit,active,1000
91601,2858,credit,active,1000
91602,940,debit,active,5000
91603,582,credit,active,5000
91604,931,debit,flagged,5000
91605,2011,credit,active,1500
91606,1722,credit,active,500
91607,826,debit,active,3000
91608,308,debit,active,1500
91609,3241,debit,active,3000
91610,2346,debit,active,1500
91611,2739,credit,active,1000
91612,27,debit,flagged,1000
91613,2800,credit,active,5000
91614,1390,debit,active,5000
91615,2331,debit,active,500
91616,3644,debit,active,1000
91617,2263,credit,active,500
91618,2790,credit,active,500
91619,415,credit,active,1000
91620,4676,debit,active,5000
91621,2929,debit,active,1500
91622,1094,debit,active,500
91623,1453,debit,active,1000
91624,2385,debit,active,3000
91625,552,credit,active,5000
91626,2765,credit,active,500
91627,4332,credit,active,1000
91628,1789,debit,active,1500
91629,102,debit,active,5000
91630,552,credit,active,1500
91631,4522,debit,active,5000
91632,811,credit,active,5000
91633,1397,debit,active,1000
91634,2491,debit,active,5000
91635,952,debit,active,1000
91636,4673,credit,active,1500
91637,903,credit,active,500
91638,1773,credit,active,3000
91639,4729,debit,active,1500
91640,1380,credit,active,500
91641,989,debit,active,500
91642,886,credit,active,500
91643,1247,debit,active,5000
91644,2480,credit,active,5000
91645,4207,credit,active,5000
91646,2436,debit,active,1000
91647,3796,debit,active,5000
91648,1021,debit,active,3000
91649,2679,debit,active,1500
91650,2238,debit,blocked,1500
91651,1568,debit,active,5000
91652,209,debit,active,500
91653,4239,credit,active,1000
91654,839,credit,active,5000
91655,1400,debit,active,5000
91656,2054,debit,active,1000
91657,2063,credit,active,3000
91658,3905,debit,active,1000
91659,83,debit,active,1500
91660,1302,debit,active,3000
91661,323,credit,active,500
91662,2548,debit,active,1000
91663,4834,credit,active,3000
91664,3237,credit,active,5000
91665,4090,credit,active,500
91666,326,credit,active,1000
91667,2393,debit,active,1000
91668,294,credit,active,500
91669,4902,credit,flagged,1000
91670,2324,credit,active,1000
91671,2824,credit,active,1500
91672,2371,debit,active,5000
91673,4855,debit,active,3000
91674,3559,debit,active,1500
91675,1518,debit,active,500
91676,4517,debit,active,5000
91677,4724,debit,active,1000
91678,1364,credit,active,3000
91679,4227,debit,active,500
91680,2247,debit,active,1000
91681,2886,credit,active,1000
91682,648,credit,active,500
91683,661,credit,active,5000
91684,1533,debit,active,1500
91685,2044,credit,active,500
91686,2836,debit,active,500
91687,4061,credit,active,5000
91688,4519,credit,active,5000
91689,4993,credit,active,1500
91690,3737,credit,active,3000
91691,1027,debit,active,500
91692,2666,credit,active,1500
91693,4526,credit,active,1500
91694,1404,debit,active,5000
91695,2727,credit,active,1000
91696,284,credit,active,1500
91697,2410,debit,active,1000
91698,2904,debit,active,500
91699,213,credit,active,1500
91700,879,debit,flagged,3000
91701,1880,credit,active,5000
91702,81,credit,active,1500
91703,532,credit,active,1000
91704,1153,debit,active,3000
91705,3989,credit,active,500
91706,1628,debit,active,5000
91707,918,debit,active,3000
91708,518,debit,active,1500
91709,3631,credit,active,500
91710,579,debit,active,1500
91711,4763,credit,active,3000
91712,1782,debit,active,5000
91713,1687,debit,blocked,500
91714,133,credit,active,1000
91715,442,credit,active,1500
91716,4764,credit,active,500
91717,220,debit,active,5000
91718,783,debit,active,3000
91719,2440,credit,active,500
91720,365,debit,active,1000
91721,2495,debit,active,500
91722,4457,debit,active,1000
91723,4242,credit,flagged,500
91724,3479,credit,active,1000
91725,1506,debit,active,5000
91726,4702,credit,active,500
91727,1718,debit,flagged,1500
91728,1538,credit,active,1500
91729,1746,debit,active,1000
91730,856,debit,active,500
91731,369,debit,active,3000
91732,16,debit,active,1500
91733,906,debit,active,1500
91734,3002,credit,flagged,3000
91735,4680,credit,active,3000
91736,1203,debit,active,5000
91737,2928,credit,active,3000
91738,1069,debit,active,500
91739,4283,credit,active,3000
91740,4024,credit,active,3000
91741,3040,debit,active,3000
91742,3807,debit,active,1000
91743,4969,debit,active,5000
91744,1829,credit,active,1000
91745,342,credit,active,1000
91746,319,credit,active,5000
91747,2072,credit,active,5000
91748,3358,debit,active,3000
91749,1830,credit,active,5000
91750,251,credit,flagged,5000
91751,3300,credit,active,500
91752,2032,debit,active,3000
91753,2614,credit,active,5000
91754,869,credit,active,3000
91755,1149,debit,active,1500
91756,2505,debit,active,5000
91757,1497,credit,active,5000
91758,2591,credit,active,3000
91759,1867,credit,active,3000
91760,70,debit,flagged,3000
91761,612,credit,active,5000
91762,2287,debit,active,1500
91763,2942,credit,active,1000
91764,2619,credit,active,500
91765,3688,credit,active,5000
91766,4306,debit,active,1000
91767,868,debit,active,3000
91768,1146,debit,active,500
91769,2543,credit,active,500
91770,1023,debit,active,500
91771,3634,credit,active,5000
91772,128,credit,active,500
91773,2545,credit,active,500
91774,4275,credit,active,1500
91775,1221,credit,active,1500
91776,2463,credit,active,1500
91777,4612,credit,active,500
91778,129,debit,active,3000
91779,113,debit,active,1500
91780,3795,debit,active,1500
91781,1837,debit,active,1000
91782,2523,credit,active,5000
91783,4640,credit,active,1500
91784,4922,debit,active,500
91785,2137,debit,active,500
91786,3802,credit,active,5000
91787,4833,debit,active,5000
91788,1318,credit,active,1500
91789,4321,debit,active,1000
91790,485,debit,active,1500
91791,2008,debit,active,1500
91792,2927,credit,active,500
91793,4179,debit,active,1500
91794,4872,debit,active,3000
91795,466,debit,active,1000
91796,3771,credit,active,1000
91797,2901,credit,active,3000
91798,2425,debit,flagged,1500
91799,1721,credit,active,500
91800,1269,debit,active,1500
91801,2113,debit,active,500
91802,4849,debit,active,500
91803,3107,debit,active,1000
91804,3294,debit,active,500
91805,2954,debit,active,1500
91806,2170,debit,active,3000
91807,3586,debit,active,1500
91808,1640,credit,active,1500
91809,3477,debit,active,3000
91810,891,credit,active,5000
91811,4677,credit,active,1000
91812,3385,debit,active,1500
91813,2578,debit,active,1500
91814,4386,debit,active,1000
91815,3021,debit,active,1500
91816,4756,credit,flagged,1000
91817,1569,debit,active,5000
91818,3035,debit,active,5000
91819,459,debit,flagged,1500
91820,1405,debit,active,3000
91821,2590,debit,active,5000
91822,722,credit,active,1500
91823,2124,credit,active,1500
91824,1482,credit,active,3000
91825,4034,credit,active,1500
91826,2241,credit,active,5000
91827,2010,debit,active,1500
91828,434,debit,active,3000
91829,4656,debit,active,5000
91830,3559,debit,flagged,3000
91831,2984,credit,active,3000
91832,3790,debit,active,5000
91833,2881,credit,active,3000
91834,170,debit,active,500
91835,2083,debit,active,1500
91836,2075,credit,active,5000
91837,3565,debit,active,3000
91838,496,debit,active,1500
91839,3840,debit,active,1000
91840,3254,debit,active,500
91841,3907,credit,active,3000
91842,466,debit,active,500
91843,1894,credit,active,5000
91844,4166,credit,flagged,1000
91845,3768,credit,active,1000
91846,3502,debit,active,3000
91847,4846,credit,active,1500
91848,2754,credit,active,1500
91849,2901,credit,active,500
91850,1420,credit,active,500
91851,4039,credit,active,1000
91852,3600,debit,active,1000
91853,1189,credit,active,1000
91854,1748,debit,active,1000
91855,3898,credit,active,3000
91856,2217,debit,active,1500
91857,332,credit,active,3000
91858,2756,credit,active,1000
91859,4526,credit,active,500
91860,1006,debit,active,1000
91861,1076,debit,active,1500
91862,2774,credit,active,5000
91863,1105,credit,active,3000
91864,4018,credit,active,1000
91865,1690,debit,active,1500
91866,1778,debit,active,3000
91867,1586,debit,active,5000
91868,1770,credit,active,5000
91869,1533,debit,active,1500
91870,981,debit,active,3000
91871,12,credit,active,1000
91872,555,credit,active,1500
91873,4276,credit,flagged,5000
91874,3135,credit,active,3000
91875,560,credit,active,3000
91876,2037,debit,flagged,1500
91877,1487,debit,active,5000
91878,1594,debit,active,1000
91879,249,credit,active,5000
91880,1717,debit,active,1000
91881,864,debit,active,1000
91882,2255,debit,active,5000
91883,2785,debit,active,1000
91884,3719,credit,active,500
91885,4305,debit,active,500
91886,3,debit,active,1000
91887,226,credit,active,1000
91888,994,credit,active,1000
91889,4885,credit,active,500
91890,1077,debit,active,1500
91891,4228,credit,flagged,500
91892,3771,credit,active,5000
91893,243,debit,active,500
91894,4513,debit,active,500
91895,4957,credit,active,3000
91896,2755,debit,active,1500
91897,998,debit,active,500
91898,3635,credit,active,1500
91899,4225,credit,active,5000
91900,2770,debit,active,5000
91901,795,credit,active,1500
91902,3586,debit,active,3000
91903,3378,credit,active,1000
91904,3649,debit,active,1500
91905,856,debit,active,1000
91906,323,credit,active,1000
91907,4534,credit,active,1500
91908,377,credit,active,1000
91909,869,credit,active,1500
91910,1585,credit,active,1000
91911,4703,credit,active,3000
91912,3680,credit,flagged,3000
91913,4555,credit,active,1500
91914,4366,credit,active,5000
91915,618,debit,active,3000
91916,3750,debit,flagged,1500
91917,751,credit,active,5000
91918,3687,credit,active,3000
91919,430,debit,flagged,1500
91920,4711,debit,active,500
91921,3533,credit,active,5000
91922,4273,debit,active,1500
91923,2023,credit,active,1500
91924,3608,debit,active,3000
91925,4827,debit,active,500
91926,4170,credit,active,5000
91927,1462,credit,active,5000
91928,1144,debit,active,1000
91929,1303,credit,flagged,1500
91930,4066,debit,active,3000
91931,3964,debit,flagged,1000
91932,2042,debit,active,1500
91933,3751,credit,active,500
91934,3010,debit,active,1500
91935,1488,credit,active,3000
91936,162,debit,active,500
91937,2734,credit,active,1000
91938,3337,debit,active,1000
91939,253,debit,active,1500
91940,600,debit,active,3000
91941,2772,debit,active,5000
91942,2648,credit,active,5000
91943,2187,credit,active,3000
91944,227,credit,active,3000
91945,361,debit,active,3000
91946,814,credit,active,1000
91947,3647,debit,blocked,1500
91948,4844,debit,active,3000
91949,2531,credit,active,5000
91950,3586,debit,active,3000
91951,1953,credit,active,500
91952,2931,credit,active,1500
91953,51,credit,active,1500
91954,4110,credit,active,5000
91955,1223,credit,active,3000
91956,2520,debit,active,3000
91957,4145,credit,active,500
91958,2054,debit,active,5000
91959,4122,credit,active,1000
91960,2116,debit,active,1000
91961,1118,debit,active,5000
91962,4795,debit,active,5000
91963,196,debit,active,500
91964,1734,debit,active,500
91965,2372,credit,flagged,1500
91966,2877,credit,active,3000
91967,583,credit,active,1500
91968,905,credit,active,3000
91969,3200,debit,active,3000
91970,4490,debit,active,500
91971,3293,credit,active,3000
91972,4027,credit,active,3000
91973,3052,credit,active,3000
91974,3284,credit,active,3000
91975,384,credit,active,5000
91976,2802,debit,active,1500
91977,2700,credit,active,500
91978,4023,credit,active,5000
91979,4402,credit,active,5000
91980,4574,credit,blocked,3000
91981,2954,credit,active,1000
91982,1365,debit,active,5000
91983,2964,debit,active,5000
91984,1395,credit,active,1000
91985,4311,credit,active,1500
91986,285,debit,active,3000
91987,1145,credit,active,3000
91988,1657,debit,active,500
91989,2105,debit,active,500
91990,4457,debit,blocked,1000
91991,1981,debit,active,500
91992,918,credit,active,3000
91993,2898,credit,active,1500
91994,2811,credit,active,1000
91995,2372,credit,active,3000
91996,855,credit,active,1000
91997,3376,credit,active,1500
91998,3726,debit,active,3000
91999,4685,debit,active,3000
92000,730,debit,active,3000
92001,3476,credit,flagged,1000
92002,1666,credit,active,5000
92003,3583,credit,active,5000
92004,1154,credit,flagged,3000
92005,377,debit,active,5000
92006,909,credit,active,3000
92007,4938,credit,active,3000
92008,1378,debit,active,5000
92009,2327,debit,active,1500
92010,958,credit,flagged,3000
92011,1567,credit,active,5000
92012,399,debit,active,500
92013,1075,credit,active,5000
92014,477,credit,active,1000
92015,74,debit,active,3000
92016,1302,debit,active,500
92017,2993,debit,active,1500
92018,2883,credit,active,1500
92019,2218,credit,active,1000
92020,293,debit,active,3000
92021,3343,debit,active,1000
92022,4929,debit,flagged,1500
92023,299,debit,active,1000
92024,3140,debit,active,5000
92025,749,credit,active,500
92026,4052,credit,active,5000
92027,4318,credit,active,1500
92028,1308,debit,active,1500
92029,4336,credit,active,1500
92030,404,credit,active,500
92031,4918,debit,active,1000
92032,1509,debit,active,5000
92033,4982,credit,active,1500
