transaction_id,customer_id,card_id,merchant_id,amount,currency,country,transaction_time,channel,device_id,is_foreign_country,is_night_transaction,risk_score,status,fraud_label
28335,4505,94993,218,72.01,EUR,United Kingdom,2026-02-17 06:35:08,pos,DEV_4505_3,1,0,20,APPROVED,0
28338,1488,90512,88,133.91,EUR,France,2026-01-21 18:44:30,pos,DEV_1488_2,0,0,0,APPROVED,0
28339,758,95605,218,131.84,EUR,United Kingdom,2026-02-03 16:50:52,online,DEV_758_3,0,0,40,REVIEW,0
28340,1909,92702,395,181.73,EUR,United Kingdom,2026-06-06 08:24:01,pos,DEV_1909_3,0,0,0,APPROVED,0
28341,3409,94861,242,131.34,EUR,Poland,2026-06-21 11:51:33,online,DEV_3409_1,0,0,25,APPROVED,0
28342,1658,94453,103,10.63,EUR,Germany,2026-01-08 09:48:06,online,DEV_1658_2,0,0,0,APPROVED,0
28343,4306,91766,304,86.93,EUR,France,2026-06-18 20:32:57,online,DEV_4306_1,0,0,10,APPROVED,0
28344,4207,91645,257,24.4,EUR,Netherlands,2026-03-29 15:01:54,online,DEV_4207_2,1,0,20,APPROVED,0
28346,1901,94373,306,61.68,EUR,Spain,2026-04-25 22:58:08,online,DEV_1901_2,0,0,0,APPROVED,0
28348,598,91234,238,139.24,EUR,United Kingdom,2026-05-22 13:00:34,online,DEV_598_1,0,0,25,APPROVED,0
28350,427,90358,420,82.32,EUR,France,2026-06-12 07:58:25,online,DEV_427_2,0,0,0,APPROVED,0
28353,3668,94347,87,184.47,EUR,Austria,2026-03-25 17:41:40,pos,DEV_3668_2,0,0,40,REVIEW,0
28355,1107,91419,220,73.37,EUR,Belgium,2026-06-02 08:26:31,pos,DEV_1107_1,1,0,20,APPROVED,0
28357,3304,91042,100,57.59,EUR,Netherlands,2026-04-12 06:11:44,pos,DEV_3304_1,0,0,10,APPROVED,0
28359,4751,94692,150,193.4,EUR,Netherlands,2026-06-17 20:33:03,online,DEV_4751_2,0,0,0,APPROVED,0
28364,4982,94432,70,363.64,EUR,Belgium,2026-03-11 22:54:33,online,DEV_4982_3,0,0,25,APPROVED,0
28365,1678,91465,203,94.13,EUR,Italy,2026-04-02 22:37:09,pos,DEV_1678_3,0,0,0,APPROVED,0
28366,413,93805,500,93.63,EUR,France,2026-06-09 20:15:29,atm,DEV_413_2,0,0,10,APPROVED,0
28369,1189,93511,432,34.6,EUR,France,2026-04-27 20:21:55,online,DEV_1189_3,0,0,10,APPROVED,0
28371,2631,91403,9,51.79,EUR,Netherlands,2026-01-10 15:23:20,online,DEV_2631_2,0,0,0,APPROVED,0
28372,134,94796,120,75.41,EUR,France,2026-05-10 10:27:28,online,DEV_134_1,1,0,20,APPROVED,0
28373,4885,91889,224,48.18,EUR,Netherlands,2026-02-04 21:41:54,online,DEV_4885_3,0,0,10,APPROVED,0
28374,3133,93089,48,51.36,EUR,Austria,2026-02-07 11:57:49,pos,DEV_3133_1,0,0,10,APPROVED,0
28376,4387,90598,71,85.69,EUR,Belgium,2026-01-21 22:55:24,online,DEV_4387_1,0,0,0,APPROVED,0
28377,917,94813,311,403.15,EUR,Italy,2026-03-01 08:09:18,pos,DEV_917_2,1,0,20,APPROVED,0
28379,2464,93981,301,134.04,EUR,Poland,2026-01-26 14:52:40,online,DEV_2464_1,0,0,0,APPROVED,0
28380,2417,91009,61,52.09,EUR,Germany,2026-01-31 16:54:32,online,DEV_2417_1,0,0,0,APPROVED,0
28381,3610,95976,256,103.04,EUR,Belgium,2026-03-22 17:22:32,pos,DEV_3610_1,0,0,0,APPROVED,0
28382,2823,92580,154,113.05,EUR,Romania,2026-04-28 13:08:49,online,DEV_2823_1,0,0,0,APPROVED,0
28383,1831,92486,285,26.22,EUR,Italy,2026-03-15 13:12:02,online,DEV_1831_1,0,0,10,APPROVED,0
28384,1658,94453,7,33.94,EUR,Germany,2026-01-13 21:41:46,online,DEV_1658_1,0,0,0,APPROVED,0
28386,1911,90595,217,179.57,EUR,Poland,2026-02-26 13:06:26,online,DEV_1911_1,1,0,20,APPROVED,0
28388,2585,90832,443,134.6,EUR,Poland,2026-03-17 15:00:46,pos,DEV_2585_3,0,0,40,REVIEW,0
28389,1028,93158,115,167.84,EUR,France,2026-01-09 12:57:00,pos,DEV_1028_1,0,0,0,APPROVED,0
28390,4701,92514,31,47.38,EUR,Austria,2026-02-06 12:15:51,online,DEV_4701_1,0,0,10,APPROVED,0
28391,1540,94111,124,241.56,EUR,Netherlands,2026-01-02 08:15:46,pos,DEV_1540_1,0,0,0,APPROVED,0
28394,373,92145,207,426.84,EUR,Netherlands,2026-05-21 09:04:52,pos,DEV_373_2,0,0,0,APPROVED,0
28395,3238,95302,307,150.72,EUR,Germany,2026-02-07 22:11:09,pos,DEV_3238_1,0,0,0,APPROVED,0
28397,1402,93559,445,26.52,EUR,United Kingdom,2026-04-20 23:14:38,pos,DEV_1402_2,0,0,25,APPROVED,0
28398,2653,94566,442,109.71,EUR,Germany,2026-06-10 11:41:35,pos,DEV_2653_2,0,0,25,APPROVED,0
28399,1342,94702,283,45.38,EUR,Romania,2026-03-24 23:56:32,pos,DEV_1342_1,0,0,0,APPROVED,0
28400,518,92968,470,184.46,EUR,Germany,2026-05-12 22:05:39,pos,DEV_518_2,0,0,25,APPROVED,0
28401,1924,93952,194,101.58,EUR,Belgium,2026-03-26 07:21:05,online,DEV_1924_1,0,0,0,APPROVED,0
28402,3145,92770,252,100.46,EUR,Poland,2026-06-28 16:15:09,pos,DEV_3145_3,0,0,10,APPROVED,0
28403,3596,93670,368,186.92,EUR,Austria,2026-04-07 07:04:32,pos,DEV_3596_1,0,0,0,APPROVED,0
28406,303,94859,211,76.18,EUR,France,2026-05-27 14:22:21,pos,DEV_303_3,0,0,25,APPROVED,0
28408,191,91030,233,94.86,EUR,Poland,2026-05-09 11:01:24,online,DEV_191_2,0,0,0,APPROVED,0
28409,1165,90029,314,195.22,EUR,Belgium,2026-04-06 06:16:56,pos,DEV_1165_2,0,0,10,APPROVED,0
28410,2346,91610,476,191.84,EUR,United Kingdom,2026-06-29 15:30:37,atm,DEV_2346_3,0,0,25,APPROVED,0
28411,1579,95661,432,63.03,EUR,Spain,2026-06-28 20:16:14,online,DEV_1579_1,1,0,30,APPROVED,0
28412,2479,95376,277,118.19,EUR,Netherlands,2026-06-11 18:25:13,pos,DEV_2479_3,0,0,0,APPROVED,0
28414,3708,95296,430,114.64,EUR,Germany,2026-01-29 10:45:18,pos,DEV_3708_2,0,0,25,APPROVED,0
28415,1254,91389,262,30.23,EUR,France,2026-02-18 14:59:20,online,DEV_1254_1,0,0,0,APPROVED,0
28416,4109,91111,358,55.53,EUR,Poland,2026-06-27 10:41:44,pos,DEV_4109_1,0,0,0,APPROVED,0
28418,4466,94177,298,25.57,EUR,Spain,2026-06-03 20:14:36,pos,DEV_4466_2,0,0,10,APPROVED,0
28419,4152,94363,70,121.91,EUR,Poland,2026-06-11 17:19:46,pos,DEV_4152_3,0,0,65,REVIEW,0
28420,4650,90364,42,133.61,EUR,United Kingdom,2026-06-08 06:06:06,online,DEV_4650_3,1,0,30,APPROVED,0
28421,2249,93431,234,225.98,EUR,Belgium,2026-01-09 19:12:32,atm,DEV_2249_2,1,0,85,BLOCKED,0
28424,4580,93800,18,106.09,EUR,Belgium,2026-03-13 19:06:44,pos,DEV_4580_1,0,0,25,APPROVED,0
28429,2270,92672,305,294.67,EUR,Belgium,2026-04-23 14:12:48,pos,DEV_2270_3,0,0,0,APPROVED,0
28431,3058,90014,235,559.05,EUR,France,2026-06-14 22:14:39,online,DEV_3058_1,0,0,0,APPROVED,0
28432,1900,93359,392,155.41,EUR,France,2026-03-30 15:01:19,online,DEV_1900_1,0,0,0,APPROVED,0
28434,4134,95522,148,43.55,EUR,France,2026-04-07 06:33:37,online,DEV_4134_2,0,0,0,APPROVED,0
28435,3502,91846,136,30.17,EUR,Germany,2026-03-01 17:21:52,pos,DEV_3502_2,0,0,0,APPROVED,0
28436,4666,90085,44,26.34,EUR,United Kingdom,2026-06-06 15:45:13,pos,DEV_4666_2,0,0,25,APPROVED,0
28437,3122,93116,337,27.2,EUR,Belgium,2026-05-06 10:28:04,online,DEV_3122_2,0,0,0,APPROVED,0
28438,3598,93592,46,256.11,EUR,Germany,2026-06-14 16:23:04,online,DEV_3598_1,0,0,0,APPROVED,0
28439,720,91456,276,121.09,EUR,France,2026-04-05 23:06:33,online,DEV_720_2,0,0,10,APPROVED,0
28440,4993,91689,315,115.2,EUR,Germany,2026-01-13 11:01:15,atm,DEV_4993_1,0,0,10,APPROVED,0
28441,1569,91817,284,503.08,EUR,Austria,2026-02-21 06:47:25,pos,DEV_1569_1,0,0,20,APPROVED,0
28442,3128,94707,311,42.93,EUR,Spain,2026-03-09 19:45:42,online,DEV_3128_3,0,0,0,APPROVED,0
28443,1885,92220,178,137.36,EUR,Austria,2026-04-26 19:57:54,pos,DEV_1885_2,0,0,10,APPROVED,0
28445,2567,95438,275,163.68,EUR,France,2026-04-09 11:33:15,online,DEV_2567_3,0,0,25,APPROVED,0
28449,3542,92177,132,23.18,EUR,Austria,2026-06-04 10:19:34,online,DEV_3542_2,0,0,25,APPROVED,0
28450,846,94188,304,337.04,EUR,Romania,2026-06-20 10:08:20,pos,DEV_846_2,0,0,10,APPROVED,0
28451,3165,91286,290,235.78,EUR,Italy,2026-05-06 11:52:19,pos,DEV_3165_3,0,0,0,APPROVED,0
28452,3314,95080,44,57.99,EUR,United Kingdom,2026-06-27 07:08:08,online,DEV_3314_1,0,0,25,APPROVED,0
28453,2086,90744,359,52.9,EUR,Romania,2026-05-19 18:49:21,pos,DEV_2086_2,0,0,10,APPROVED,0
28454,1909,92702,50,222.5,EUR,United Kingdom,2026-05-26 22:58:42,pos,DEV_1909_1,0,0,0,APPROVED,0
28455,2602,94822,223,24.78,EUR,Romania,2026-05-01 12:11:59,pos,DEV_2602_2,0,0,0,APPROVED,0
28457,3005,94762,279,62.0,EUR,United Kingdom,2026-05-27 23:26:29,pos,DEV_3005_3,0,0,25,APPROVED,0
28458,2369,95839,300,670.14,EUR,Belgium,2026-02-08 06:56:06,pos,DEV_2369_3,0,0,10,APPROVED,0
28459,1160,90471,29,63.63,EUR,United Kingdom,2026-02-08 18:26:57,pos,DEV_1160_2,0,0,0,APPROVED,0
28462,1419,95841,356,38.82,EUR,France,2026-04-21 23:46:03,online,DEV_1419_2,0,0,0,APPROVED,0
28464,3502,91846,312,185.1,EUR,Germany,2026-05-06 14:54:18,online,DEV_3502_1,0,0,25,APPROVED,0
28465,1224,94778,121,95.45,EUR,France,2026-05-17 19:40:26,atm,DEV_1224_3,1,0,30,APPROVED,0
28466,2859,94165,361,602.57,EUR,Belgium,2026-06-04 10:12:10,online,DEV_2859_2,0,0,10,APPROVED,0
28467,3246,93700,20,127.14,EUR,Italy,2026-03-05 22:33:54,pos,DEV_3246_2,0,0,25,APPROVED,0
28468,4023,90604,253,59.79,EUR,Belgium,2026-02-17 18:45:53,pos,DEV_4023_1,0,0,0,APPROVED,0
28470,3675,93520,373,50.14,EUR,Netherlands,2026-02-22 06:39:31,online,DEV_3675_1,0,0,0,APPROVED,0
28471,1156,93864,274,219.11,EUR,France,2026-02-05 18:49:19,pos,DEV_1156_2,0,0,0,APPROVED,0
28472,4655,90798,166,78.36,EUR,Italy,2026-02-17 23:37:26,online,DEV_4655_2,0,0,0,APPROVED,0
28473,4996,92690,2,177.84,EUR,Netherlands,2026-02-19 08:20:10,online,DEV_4996_1,0,0,25,APPROVED,0
28474,1208,92064,128,79.54,EUR,Spain,2026-03-03 16:17:22,pos,DEV_1208_2,0,0,10,APPROVED,0
28475,1725,95637,177,40.19,EUR,Germany,2026-01-12 19:30:12,pos,DEV_1725_2,1,0,30,APPROVED,0
28476,4076,95339,379,40.91,EUR,Romania,2026-02-27 23:21:28,pos,DEV_4076_1,0,0,25,APPROVED,0
28478,829,95348,333,100.8,EUR,United Kingdom,2026-01-06 21:19:53,pos,DEV_829_1,0,0,0,APPROVED,0
28481,721,91408,295,201.45,EUR,France,2026-04-14 21:07:04,pos,DEV_721_1,0,0,0,APPROVED,0
28482,1221,90786,461,150.58,EUR,Poland,2026-01-14 21:56:50,pos,DEV_1221_1,0,0,10,APPROVED,0
28484,117,92366,366,16.61,EUR,Poland,2026-03-21 06:16:36,online,DEV_117_2,0,0,10,APPROVED,0
28485,1812,91097,212,122.15,EUR,United Kingdom,2026-04-30 20:07:06,online,DEV_1812_3,0,0,10,APPROVED,0
28486,667,93020,201,48.94,EUR,Poland,2026-02-12 09:35:04,pos,DEV_667_2,0,0,25,APPROVED,0
28487,3580,95703,276,105.29,EUR,Netherlands,2026-03-24 14:38:35,pos,DEV_3580_3,0,0,10,APPROVED,0
28488,1195,93282,114,27.74,EUR,France,2026-06-19 17:31:47,pos,DEV_1195_3,1,0,30,APPROVED,0
28491,2989,93243,160,72.33,EUR,Poland,2026-02-03 22:43:24,online,DEV_2989_2,0,0,0,APPROVED,0
28492,730,93319,383,227.64,EUR,Netherlands,2026-02-12 17:41:37,pos,DEV_730_3,0,0,0,APPROVED,0
28495,4949,94500,307,44.43,EUR,Poland,2026-01-28 13:17:57,pos,DEV_4949_3,0,0,0,APPROVED,0
28496,954,94098,208,470.34,EUR,Germany,2026-03-27 08:53:39,online,DEV_954_1,0,0,10,APPROVED,0
28497,1252,93691,249,39.8,EUR,Netherlands,2026-03-03 13:18:47,pos,DEV_1252_2,1,0,20,APPROVED,0
28499,4140,95049,356,134.93,EUR,Germany,2026-05-09 19:28:25,pos,DEV_4140_1,0,0,0,APPROVED,0
28501,3025,95869,99,164.68,EUR,Italy,2026-05-23 13:59:20,pos,DEV_3025_1,0,0,10,APPROVED,0
28502,1677,91410,316,112.72,EUR,Austria,2026-04-18 15:25:09,online,DEV_1677_3,0,0,0,APPROVED,0
28504,4884,92657,324,196.81,EUR,Spain,2026-02-27 12:08:23,online,DEV_4884_3,0,0,0,APPROVED,0
28505,2773,92402,329,230.06,EUR,Poland,2026-05-24 14:38:16,online,DEV_2773_3,0,0,50,REVIEW,0
28507,1034,93460,306,138.62,EUR,Italy,2026-01-18 23:20:15,atm,DEV_1034_3,1,0,20,APPROVED,0
28509,2915,95853,76,64.44,EUR,Germany,2026-05-28 09:39:38,pos,DEV_2915_3,0,0,0,APPROVED,0
28510,4398,94524,334,123.09,EUR,France,2026-01-05 13:51:19,online,DEV_4398_3,0,0,25,APPROVED,0
28511,2892,94479,248,152.3,EUR,France,2026-01-31 13:58:12,pos,DEV_2892_3,0,0,0,APPROVED,0
28512,4199,91420,386,141.49,EUR,Austria,2026-06-03 20:39:32,pos,DEV_4199_1,0,0,10,APPROVED,0
28513,4776,95672,257,246.86,EUR,Romania,2026-02-27 12:40:45,pos,DEV_4776_3,0,0,0,APPROVED,0
28515,1540,94111,155,133.1,EUR,Netherlands,2026-01-23 13:09:14,pos,DEV_1540_1,0,0,0,APPROVED,0
28516,2942,91763,402,85.1,EUR,France,2026-04-30 20:56:29,online,DEV_2942_1,0,0,0,APPROVED,0
28518,89,91479,107,27.45,EUR,Spain,2026-02-27 23:39:54,online,DEV_89_3,0,0,0,APPROVED,0
28519,2520,94216,270,239.5,EUR,Netherlands,2026-02-24 17:00:50,pos,DEV_2520_3,0,0,10,APPROVED,0
28521,805,90860,397,23.07,EUR,Spain,2026-02-17 09:47:53,online,DEV_805_2,0,0,0,APPROVED,0
28522,4873,92146,177,1767.42,EUR,Austria,2026-02-10 17:50:57,online,DEV_4873_2,0,0,20,APPROVED,0
28523,1268,92769,276,92.9,EUR,Austria,2026-01-11 07:32:25,online,DEV_1268_2,0,0,10,APPROVED,0
28524,3358,93264,488,193.79,EUR,Austria,2026-01-30 15:17:10,online,DEV_3358_3,0,0,10,APPROVED,0
28525,3336,91368,429,136.91,EUR,France,2026-01-04 23:40:25,online,DEV_3336_1,0,0,25,APPROVED,0
28526,1449,93587,318,491.25,EUR,Netherlands,2026-04-12 14:38:35,online,DEV_1449_2,0,0,10,APPROVED,0
28527,1938,94062,94,233.68,EUR,Spain,2026-05-02 15:05:38,online,DEV_1938_3,0,0,0,APPROVED,0
28528,4725,93594,223,119.46,EUR,United Kingdom,2026-03-23 07:13:46,atm,DEV_4725_1,0,0,0,APPROVED,0
28530,1244,94632,122,101.71,EUR,Netherlands,2026-02-14 23:16:30,pos,DEV_1244_3,0,0,10,APPROVED,0
28532,1151,95764,487,415.35,EUR,France,2026-02-28 07:40:20,pos,DEV_1151_2,0,0,0,APPROVED,0
28533,2079,94927,390,260.5,EUR,Italy,2026-02-13 17:20:45,pos,DEV_2079_1,0,0,50,REVIEW,0
28534,4471,92106,424,61.98,EUR,Austria,2026-03-17 10:22:53,pos,DEV_4471_1,0,0,10,APPROVED,0
28536,3640,94200,462,375.35,EUR,Poland,2026-03-22 19:37:48,online,DEV_3640_3,0,0,10,APPROVED,0
28537,4537,92806,310,42.1,EUR,Italy,2026-06-20 18:50:44,online,DEV_4537_3,1,0,20,APPROVED,0
28539,950,91071,124,442.53,EUR,Romania,2026-06-15 00:40:38,pos,DEV_NEW_913210,1,1,30,APPROVED,1
28541,4747,91224,398,59.97,EUR,France,2026-03-02 22:18:58,online,DEV_4747_2,0,0,25,APPROVED,0
28542,170,94855,489,208.46,EUR,Poland,2026-04-14 19:10:16,pos,DEV_170_2,0,0,0,APPROVED,0
28543,1298,94420,185,21.38,EUR,Romania,2026-06-12 14:27:43,pos,DEV_1298_1,0,0,10,APPROVED,0
28544,2165,93486,467,518.54,EUR,Spain,2026-04-09 18:27:52,online,DEV_2165_1,0,0,10,APPROVED,0
28545,4247,94655,467,336.58,EUR,Belgium,2026-05-21 14:22:51,online,DEV_4247_3,0,0,10,APPROVED,0
28549,2573,90224,25,77.92,EUR,Poland,2026-04-25 21:31:23,pos,DEV_2573_1,0,0,10,APPROVED,0
28550,3503,95507,258,71.65,EUR,Germany,2026-04-10 15:11:17,pos,DEV_3503_2,0,0,25,APPROVED,0
28551,751,93547,88,49.3,EUR,Germany,2026-04-23 11:22:26,pos,DEV_751_3,0,0,0,APPROVED,0
28552,2005,95817,269,214.91,EUR,United Kingdom,2026-04-11 08:09:01,pos,DEV_2005_3,1,0,20,APPROVED,0
28553,3744,95098,73,48.36,EUR,Poland,2026-04-29 17:06:07,pos,DEV_3744_1,0,0,10,APPROVED,0
28554,3329,94320,388,32.78,EUR,Germany,2026-04-15 07:11:07,pos,DEV_3329_1,0,0,0,APPROVED,0
28556,3488,92271,9,78.48,EUR,Netherlands,2026-05-27 12:15:09,pos,DEV_3488_3,0,0,0,APPROVED,0
28557,3868,94196,76,194.04,EUR,Italy,2026-06-25 15:25:42,pos,DEV_3868_2,0,0,0,APPROVED,0
28558,4354,94603,328,52.72,EUR,United Kingdom,2026-02-04 06:18:44,pos,DEV_4354_1,0,0,0,APPROVED,0
28561,1752,94350,366,198.09,EUR,Romania,2026-05-31 22:12:04,pos,DEV_1752_1,0,0,10,APPROVED,0
28563,293,94053,421,183.22,EUR,Belgium,2026-01-05 18:01:33,online,DEV_293_1,0,0,25,APPROVED,0
28564,4982,92033,93,478.38,EUR,Belgium,2026-03-03 06:44:23,pos,DEV_4982_3,0,0,0,APPROVED,0
28565,3927,95968,79,548.53,EUR,Spain,2026-05-05 18:44:38,online,DEV_3927_1,0,0,0,APPROVED,0
28566,1563,95112,114,19.5,EUR,Poland,2026-05-05 10:57:30,pos,DEV_1563_2,0,0,10,APPROVED,0
28567,3041,93301,275,65.14,EUR,United Kingdom,2026-03-29 23:09:06,online,DEV_3041_2,0,0,25,APPROVED,0
28568,2412,95784,247,522.88,EUR,Germany,2026-02-13 07:53:29,pos,DEV_2412_1,0,0,60,REVIEW,0
28569,3024,93133,417,11.16,EUR,United Kingdom,2026-04-25 10:15:26,pos,DEV_3024_1,0,0,0,APPROVED,0
28570,4015,93036,330,49.93,EUR,Netherlands,2026-03-07 18:11:25,online,DEV_4015_1,0,0,0,APPROVED,0
28571,1853,95644,306,30.4,EUR,France,2026-04-24 09:51:10,pos,DEV_1853_1,0,0,0,APPROVED,0
28572,854,94501,248,140.41,EUR,Spain,2026-06-19 15:27:53,atm,DEV_854_2,0,0,0,APPROVED,0
28573,3849,90158,333,15.53,EUR,Poland,2026-02-07 13:20:26,online,DEV_3849_2,0,0,0,APPROVED,0
28574,548,90126,498,64.6,EUR,Austria,2026-01-06 23:39:18,online,DEV_548_2,1,0,45,REVIEW,0
28575,559,95625,193,126.33,EUR,Spain,2026-04-25 18:16:23,online,DEV_559_2,0,0,0,APPROVED,0
28576,3579,90458,341,51.89,EUR,Germany,2026-03-22 19:13:49,pos,DEV_3579_2,1,0,20,APPROVED,0
28578,4142,92113,317,115.23,EUR,Poland,2026-02-04 11:11:17,online,DEV_4142_3,1,0,20,APPROVED,0
28579,3456,90012,6,44.55,EUR,Romania,2026-05-04 10:41:24,pos,DEV_3456_1,0,0,25,APPROVED,0
28580,2647,94103,321,123.04,EUR,Austria,2026-06-17 15:30:53,online,DEV_2647_2,0,0,0,APPROVED,0
28582,160,94065,79,43.29,EUR,Germany,2026-05-05 09:03:15,online,DEV_160_1,0,0,0,APPROVED,0
28584,1458,95793,51,133.19,EUR,Poland,2026-01-23 06:54:15,online,DEV_1458_1,0,0,10,APPROVED,0
28586,2984,91831,134,33.69,EUR,Netherlands,2026-06-26 20:19:10,pos,DEV_2984_2,1,0,30,APPROVED,0
28590,2182,95043,102,165.08,EUR,United Kingdom,2026-01-19 06:49:28,online,DEV_2182_3,0,0,25,APPROVED,0
28591,872,90287,152,139.57,EUR,Austria,2026-04-29 19:58:30,online,DEV_872_2,0,0,0,APPROVED,0
28592,2630,92980,386,62.89,EUR,Austria,2026-05-10 08:01:25,pos,DEV_2630_2,0,0,10,APPROVED,0
28593,4019,95874,444,193.63,EUR,Italy,2026-06-07 21:46:19,pos,DEV_4019_2,0,0,25,APPROVED,0
28595,3994,95870,177,29.38,EUR,Belgium,2026-04-06 15:54:01,online,DEV_3994_3,0,0,10,APPROVED,0
28596,4159,90135,3,94.9,EUR,Romania,2026-01-15 13:37:17,pos,DEV_4159_2,0,0,25,APPROVED,0
28597,1627,93953,236,146.62,EUR,Spain,2026-04-06 23:15:38,online,DEV_1627_2,0,0,10,APPROVED,0
28598,1325,90758,271,223.31,EUR,Germany,2026-01-15 07:48:01,pos,DEV_1325_1,0,0,0,APPROVED,0
28599,447,93231,474,14.14,EUR,Belgium,2026-04-04 19:51:44,online,DEV_447_1,1,0,20,APPROVED,0
28601,4603,95590,276,128.01,EUR,Germany,2026-03-13 11:40:44,pos,DEV_4603_3,0,0,10,APPROVED,0
28602,4493,91129,171,60.54,EUR,Poland,2026-04-21 23:14:04,online,DEV_4493_1,0,0,0,APPROVED,0
28604,4784,94441,308,19.53,EUR,United Kingdom,2026-05-19 08:21:36,online,DEV_4784_2,0,0,0,APPROVED,0
28606,3604,90982,22,176.51,EUR,United Kingdom,2026-01-02 06:40:58,pos,DEV_3604_2,0,0,10,APPROVED,0
28607,2406,95530,168,9.07,EUR,Italy,2026-02-24 14:57:50,online,DEV_2406_3,0,0,10,APPROVED,0
28609,3596,93670,189,231.87,EUR,Austria,2026-02-26 15:02:33,online,DEV_3596_3,0,0,0,APPROVED,0
28610,3936,94478,131,5.06,EUR,Netherlands,2026-02-05 13:46:02,online,DEV_3936_3,0,0,25,APPROVED,0
28611,3628,95557,498,46.18,EUR,Austria,2026-02-14 07:20:30,pos,DEV_3628_3,0,0,25,APPROVED,0
28612,4637,92822,260,145.38,EUR,France,2026-04-18 22:43:51,pos,DEV_4637_3,0,0,0,APPROVED,0
28613,2409,92153,278,72.34,EUR,United Kingdom,2026-04-05 12:27:14,pos,DEV_2409_3,0,0,0,APPROVED,0
28615,2473,91587,412,143.47,EUR,Spain,2026-06-19 11:33:08,online,DEV_2473_1,0,0,0,APPROVED,0
28616,3266,90980,405,62.56,EUR,Germany,2026-01-03 10:11:54,pos,DEV_3266_3,0,0,0,APPROVED,0
28618,196,91963,319,171.33,EUR,United Kingdom,2026-03-16 13:43:56,pos,DEV_196_2,0,0,25,APPROVED,0
28619,3446,95624,336,12.5,EUR,Spain,2026-05-31 13:48:06,pos,DEV_3446_3,0,0,25,APPROVED,0
28620,2492,92418,10,88.1,EUR,Netherlands,2026-05-13 14:18:10,pos,DEV_2492_2,0,0,10,APPROVED,0
28624,1640,93632,385,78.17,EUR,United Kingdom,2026-06-17 17:34:50,online,DEV_1640_1,0,0,25,APPROVED,0
28625,2172,93128,162,36.34,EUR,Italy,2026-01-21 14:25:11,pos,DEV_2172_1,0,0,25,APPROVED,0
28626,3321,90351,286,26.36,EUR,United Kingdom,2026-01-09 14:24:46,pos,DEV_3321_1,0,0,10,APPROVED,0
28627,1730,95355,26,188.89,EUR,United Kingdom,2026-03-09 06:19:05,pos,DEV_1730_2,0,0,0,APPROVED,0
28628,4581,95444,15,115.15,EUR,Austria,2026-03-12 22:42:16,online,DEV_4581_2,0,0,0,APPROVED,0
28629,4691,94476,390,56.74,EUR,Romania,2026-05-19 23:38:38,online,DEV_4691_3,0,0,10,APPROVED,0
28630,3178,94745,212,41.22,EUR,Romania,2026-01-24 10:17:24,online,DEV_3178_3,0,0,10,APPROVED,0
28631,3375,90935,96,134.29,EUR,Belgium,2026-01-22 11:27:02,pos,DEV_3375_1,0,0,25,APPROVED,0
28632,2836,91686,138,84.82,EUR,Romania,2026-01-01 19:17:22,pos,DEV_2836_2,0,0,0,APPROVED,0
28636,522,93274,124,17.92,EUR,United Kingdom,2026-06-27 16:33:43,pos,DEV_522_1,0,0,0,APPROVED,0
28637,2622,92986,26,115.84,EUR,Germany,2026-04-04 10:22:38,online,DEV_2622_1,0,0,0,APPROVED,0
28638,3282,94990,2,191.99,EUR,Spain,2026-04-22 23:30:24,online,DEV_3282_1,0,0,25,APPROVED,0
28639,724,94191,31,55.94,EUR,Spain,2026-03-24 14:04:53,pos,DEV_724_3,0,0,10,APPROVED,0
28641,1773,95737,6,1638.93,EUR,Spain,2026-05-09 06:48:19,online,DEV_1773_3,0,0,35,APPROVED,0
28642,1,94551,172,24.63,EUR,France,2026-01-27 17:32:33,online,DEV_1_3,0,0,0,APPROVED,0
28643,1968,90269,431,159.06,EUR,Netherlands,2026-05-09 06:44:07,pos,DEV_1968_1,0,0,0,APPROVED,0
28645,2722,95088,323,36.59,EUR,Netherlands,2026-03-10 13:18:38,pos,DEV_2722_2,0,0,10,APPROVED,0
28646,4113,92225,293,40.9,EUR,France,2026-05-20 15:27:47,online,DEV_4113_2,0,0,10,APPROVED,0
28647,2136,94964,253,445.85,EUR,France,2026-06-12 17:33:56,pos,DEV_2136_3,0,0,0,APPROVED,0
28648,4607,90322,267,151.76,EUR,Netherlands,2026-05-12 11:07:30,online,DEV_4607_3,0,0,0,APPROVED,0
28651,1247,93934,189,493.37,EUR,France,2026-04-24 09:32:17,pos,DEV_1247_2,0,0,0,APPROVED,0
28652,661,94452,35,92.24,EUR,Germany,2026-04-19 11:10:37,online,DEV_661_3,0,0,10,APPROVED,0
28653,2804,93615,255,286.06,EUR,Italy,2026-02-14 03:17:33,online,DEV_NEW_858932,1,1,75,BLOCKED,1
28655,4890,93533,156,36.48,EUR,Italy,2026-01-24 10:05:05,pos,DEV_4890_2,0,0,10,APPROVED,0
28657,3732,90035,91,81.25,EUR,Netherlands,2026-01-29 06:38:00,pos,DEV_3732_1,0,0,25,APPROVED,0
28658,3328,91545,90,171.8,EUR,Italy,2026-02-27 20:35:08,online,DEV_3328_2,0,0,0,APPROVED,0
28659,3231,90783,237,125.2,EUR,Netherlands,2026-05-03 16:22:53,pos,DEV_3231_2,0,0,0,APPROVED,0
